"date","startyear","startmonth","startday","starttime","endyear","endmonth","endday","endtime","locsi","locgungu","locmenu","locdong","locbunji","firecause","damagearea"
"2011-01-01","2011","01","01","13:40:00","2011","01","01","16:30:00","경남","함안","칠북","봉촌","산270-1외 3필","입산자실화","1"
"2011-01-01","2011","01","01","14:37:00","2011","01","01","15:25:00","경남","거제","일운","소동","산32-2","입산자실화","0.05"
"2011-01-01","2011","01","01","16:07:00","2011","01","01","16:20:00","경남","거제","일운","소동","산75-6","입산자실화","0.02"
"2011-01-08","2011","01","08","12:27:00","2011","01","08","12:55:00","경남","산청","단성","입석","산20","쓰레기소각","0.01"
"2011-01-10","2011","01","10","21:30:00","2011","01","11","01:30:00","경남","산청","생비량","도","산164","입산자실화","0.1"
"2011-01-13","2011","01","13","10:00:00","2011","01","13","10:45:00","경남","창원 마산합포","구산","덕동","산116-1","입산자실화","0.18"
"2011-01-13","2011","01","13","14:00:00","2011","01","13","16:30:00","충북","단양","단양","금곡","산4","농산부산물소각","0.1"
"2011-01-15","2011","01","15","09:01:00","2011","01","15","11:18:00","경남","합천","쌍백","운곡","산38","입산자실화","1"
"2011-01-15","2011","01","15","15:20:00","2011","01","15","17:10:00","경북","영덕","강구","하저","산117-1","건축물화재비화","1"
"2011-01-16","2011","01","16","14:40:00","2011","01","16","15:30:00","경남","의령","유곡","오목","산49-1","입산자실화","0.05"
"2011-01-17","2011","01","17","13:05:00","2011","01","17","13:53:00","부산","기장","철마","웅천","142-2","농산부산물소각","0.5"
"2011-01-17","2011","01","17","14:09:00","2011","01","17","15:25:00","경남","거제","하청","어온","산76-1","농산부산물소각","0.1"
"2011-01-19","2011","01","19","12:55:00","2011","01","19","15:25:00","전남","순천","낙안","신기","산27-9","입산자실화","0.15"
"2011-01-21","2011","01","21","14:45:00","2011","01","21","15:30:00","경남","산청","신안","하청","산118","입산자실화","0.01"
"2011-01-21","2011","01","21","16:00:00","2011","01","21","23:30:00","경북","영양","영양","상원","산100-3","기타","2.5"
"2011-01-22","2011","01","22","06:33:00","2011","01","22","07:59:00","울산","동","동부","","산195-1","입산자실화","0.2"
"2011-01-22","2011","01","22","23:46:00","2011","01","23","00:10:00","강원","강릉","죽헌","","산108-41","담뱃불실화","0.3"
"2011-01-23","2011","01","23","14:08:00","2011","01","23","15:50:00","전남","완도","완도","정도","산10","쓰레기소각","0.3"
"2011-01-28","2011","01","28","13:21:00","2011","01","28","14:49:00","경남","합천","야로","하빈","산40-2","입산자실화","0.2"
"2011-01-28","2011","01","28","14:00:00","2011","01","28","14:25:00","울산","울주","언양","반곡","산57","기타","0.02"
"2011-01-28","2011","01","28","14:00:00","2011","01","28","15:40:00","전남","순천","조례","","산135-1","입산자실화","0.3"
"2011-01-28","2011","01","28","19:10:00","2011","01","28","21:19:00","울산","울주","온양","내광","산85-2","입산자실화","0.5"
"2011-01-28","2011","01","28","23:58:00","2011","01","29","02:17:00","울산","동","동부","","산195-1","입산자실화","0.5"
"2011-01-29","2011","01","29","11:48:00","2011","01","29","13:00:00","경북","울진","원남","갈면","산90","입산자실화","0.1"
"2011-01-29","2011","01","29","13:20:00","2011","01","29","13:40:00","울산","북","상안","","산149-3","농산부산물소각","0.03"
"2011-01-29","2011","01","29","16:10:00","2011","01","29","16:50:00","전남","광양","광양","덕례","산152","입산자실화","0.2"
"2011-01-30","2011","01","30","12:49:00","2011","01","31","11:00:00","전남","구례","토지","파도","산74-2","입산자실화","25"
"2011-01-31","2011","01","31","02:41:00","2011","01","31","05:30:00","경북","울진","기성","구산","산8-5","건축물화재비화","0.2"
"2011-01-31","2011","01","31","11:01:00","2011","01","31","12:34:00","부산","금정","금사","","산49","입산자실화","1"
"2011-01-31","2011","01","31","13:14:00","2011","01","31","14:00:00","경북","영주","이산","석포","산129","기타","0.2"
"2011-01-31","2011","01","31","16:00:00","2011","01","31","16:30:00","경남","양산","삼호","","산46-48","입산자실화","0.01"
"2011-01-31","2011","01","31","18:14:00","2011","02","01","10:30:00","강원","양양","현남","상월천","산92외 141필","기타","30"
"2011-01-31","2011","01","31","21:31:00","2011","02","01","08:10:00","강원","양양","강현","금풍","산37","건축물화재비화","3.5"
"2011-02-01","2011","02","01","14:30:00","2011","02","01","16:20:00","충북","제천","금성","성내","산46-1","입산자실화","0.07"
"2011-02-01","2011","02","01","16:48:00","2011","02","01","17:50:00","전남","장흥","대덕","응암","산25","입산자실화","0.2"
"2011-02-01","2011","02","01","21:15:00","2011","02","01","22:38:00","강원","강릉","대전","","산147-3","입산자실화","0.2"
"2011-02-02","2011","02","02","11:18:00","2011","02","02","12:35:00","경북","포항 북","죽장","월평","산110","쓰레기소각","0.1"
"2011-02-02","2011","02","02","15:05:00","2011","02","02","15:35:00","경남","양산","원동","화제","34 외 1필","기타","0.06"
"2011-02-02","2011","02","02","15:42:00","2011","02","02","16:45:00","경남","진주","장재","","산39","입산자실화","0.01"
"2011-02-03","2011","02","03","12:30:00","2011","02","03","13:28:00","경남","합천","합천","서산","산87","기타","0.09"
"2011-02-03","2011","02","03","13:15:00","2011","02","03","13:45:00","울산","울주","상북","등억","산58","기타","0.02"
"2011-02-03","2011","02","03","13:35:00","2011","02","03","14:40:00","부산","해운대","반여","","산111 외 2","입산자실화","0.3"
"2011-02-04","2011","02","04","03:30:00","2011","02","04","04:50:00","대전","유성","학하","","산4-7","기타","0.1"
"2011-02-04","2011","02","04","05:40:00","2011","02","04","07:30:00","경남","사천","곤명","마곡","산113","입산자실화","1"
"2011-02-04","2011","02","04","14:25:00","2011","02","04","15:28:00","경북","의성","사곡","매곡","산143","농산부산물소각","0.1"
"2011-02-05","2011","02","05","05:40:00","2011","02","05","09:10:00","경남","하동","하동","두곡","산149","입산자실화","0.7"
"2011-02-05","2011","02","05","12:55:00","2011","02","05","13:30:00","경북","청송","부남","대전","산112","기타","0.01"
"2011-02-05","2011","02","05","13:40:00","2011","02","05","14:30:00","경남","의령","지정","마산","산26","쓰레기소각","0.1"
"2011-02-05","2011","02","05","17:35:00","2011","02","05","18:20:00","경남","진주","수곡","자매","산34-3","쓰레기소각","0.01"
"2011-02-06","2011","02","06","06:00:00","2011","02","06","09:30:00","전남","곡성","고달","호곡","산148-1","입산자실화","0.6"
"2011-02-06","2011","02","06","13:50:00","2011","02","06","14:40:00","울산","울주","서생","신암","산101","쓰레기소각","0.1"
"2011-02-07","2011","02","07","13:00:00","2011","02","07","13:55:00","경남","합천","삼가","학리","산58","농산부산물소각","0.1"
"2011-02-11","2011","02","11","17:50:00","2011","02","11","20:20:00","강원","홍천","내촌","물걸","산5","입산자실화","0.3"
"2011-02-12","2011","02","12","07:30:00","2011","02","12","08:20:00","강원","원주","귀래","귀래","산26","입산자실화","0.3"
"2011-02-13","2011","02","13","13:00:00","2011","02","13","13:30:00","경남","산청","신등","사정","산157","입산자실화","0.01"
"2011-02-13","2011","02","13","13:57:00","2011","02","13","14:20:00","경남","창녕","부곡","부곡","산63","담뱃불실화","0.06"
"2011-02-19","2011","02","19","16:35:00","2011","02","19","18:00:00","경북","봉화","명호","고계","산2-1","입산자실화","0.05"
"2011-02-21","2011","02","21","14:10:00","2011","02","21","15:10:00","경기","파주","파평","미산","19.0","입산자실화","0.05"
"2011-02-22","2011","02","22","12:00:00","2011","02","22","13:20:00","경남","고성","마암","화산","산62","농산부산물소각","0.1"
"2011-02-23","2011","02","23","12:40:00","2011","02","23","13:38:00","충북","음성","금왕","구계","산11-1","농산부산물소각","0.1"
"2011-02-24","2011","02","24","11:50:00","2011","02","24","12:40:00","경북","안동","도산","태자","산278","농산부산물소각","0.2"
"2011-02-24","2011","02","24","14:50:00","2011","02","24","16:15:00","전북","완주","구이","안덕","562.0","쓰레기소각","0.1"
"2011-02-24","2011","02","24","15:29:00","2011","02","24","17:10:00","광주","광산","오운","","산97","기타","0.4"
"2011-02-24","2011","02","24","17:08:00","2011","02","24","18:25:00","경북","영주","부석","감곡","산15","건축물화재비화","0.5"
"2011-02-25","2011","02","25","11:45:00","2011","02","25","13:30:00","전남","진도","조도","관매도","산54","농산부산물소각","0.3"
"2011-02-25","2011","02","25","14:15:00","2011","02","25","16:59:00","충북","음성","음성","동음","산127-1","입산자실화","1.5"
"2011-02-25","2011","02","25","15:23:00","2011","02","25","15:57:00","경남","고성","대가","암전","산46","농산부산물소각","0.01"
"2011-02-25","2011","02","25","15:27:00","2011","02","25","17:45:00","충남","서산","음암","부산","산36 외 1","기타","1.6"
"2011-02-26","2011","02","26","12:46:00","2011","02","26","14:00:00","전남","영광","영산","봉남","산25-2","농산부산물소각","0.2"
"2011-02-26","2011","02","26","13:30:00","2011","02","26","14:00:00","울산","울주","언양","평리","산30-6","건축물화재비화","0.05"
"2011-02-26","2011","02","26","13:45:00","2011","02","26","15:30:00","전남","신안","증도","방축","산29","농산부산물소각","0.2"
"2011-02-26","2011","02","26","14:20:00","2011","02","26","16:10:00","전남","신안","자은","백산","산327","입산자실화","0.1"
"2011-02-26","2011","02","26","16:50:00","2011","02","26","17:15:00","강원","원주","태장","","산363-34","입산자실화","0.03"
"2011-03-06","2011","03","06","14:25:00","2011","03","06","15:30:00","경남","의령","궁류","운계","산3-2","쓰레기소각","0.1"
"2011-03-07","2011","03","07","14:25:00","2011","03","07","15:30:00","경북","성주","선남","유서","산33","쓰레기소각","0.5"
"2011-03-09","2011","03","09","11:50:00","2011","03","09","13:30:00","전남","해남","화원","영호","산96","입산자실화","0.2"
"2011-03-09","2011","03","09","12:38:00","2011","03","09","13:40:00","울산","북","가대","","산106","기타","1"
"2011-03-09","2011","03","09","13:15:00","2011","03","09","17:50:00","강원","영월","영월","정양","산1-1 외 1","기타","2"
"2011-03-09","2011","03","09","14:20:00","2011","03","09","17:20:00","전남","곡성","목사동","신기","산12","입산자실화","2"
"2011-03-09","2011","03","09","17:20:00","2011","03","09","18:30:00","강원","춘천","북산","조교","산439","건축물화재비화","0.3"
"2011-03-09","2011","03","09","17:55:00","2011","03","09","18:50:00","경남","산청","시천","내대","산197-1","입산자실화","0.01"
"2011-03-10","2011","03","10","11:55:00","2011","03","10","12:25:00","경남","창원 마산합포","","우산","산56-2","기타","0.06"
"2011-03-10","2011","03","10","11:55:00","2011","03","10","12:20:00","경남","양산","주진","","산90","입산자실화","0.06"
"2011-03-10","2011","03","10","13:00:00","2011","03","10","15:30:00","전남","강진","군동","화산","산61-1","농산부산물소각","0.8"
"2011-03-10","2011","03","10","13:59:00","2011","03","10","15:00:00","충북","옥천","안남","화학","산55-1","쓰레기소각","0.1"
"2011-03-10","2011","03","10","14:28:00","2011","03","10","15:24:00","부산","기장","철마","장전","산180-79 외1","농산부산물소각","0.5"
"2011-03-10","2011","03","10","17:10:00","2011","03","10","18:35:00","경북","상주","모동","덕곡","산40","농산부산물소각","0.2"
"2011-03-11","2011","03","11","04:15:00","2011","03","11","06:00:00","서울","은평","불광","","산42-1","입산자실화","0.06"
"2011-03-11","2011","03","11","10:45:00","2011","03","11","12:20:00","충북","옥천","청산","효목","산50-2","농산부산물소각","0.2"
"2011-03-11","2011","03","11","13:43:00","2011","03","11","14:55:00","강원","횡성","우천","정금","산21","입산자실화","0.1"
"2011-03-11","2011","03","11","13:45:00","2011","03","11","14:20:00","경북","안동","서후","태장","산76","쓰레기소각","0.3"
"2011-03-11","2011","03","11","13:50:00","2011","03","11","16:30:00","경북","경주","양남","신서","산109","농산부산물소각","2.5"
"2011-03-11","2011","03","11","14:00:00","2011","03","11","14:58:00","경북","의성","옥산","신계","산69-39","쓰레기소각","0.2"
"2011-03-11","2011","03","11","14:00:00","2011","03","11","15:00:00","경남","하동","고전","성평","산2-6 외 2","담뱃불실화","0.4"
"2011-03-11","2011","03","11","14:10:00","2011","03","11","14:43:00","충북","음성","음성","용산","산30-1","쓰레기소각","0.01"
"2011-03-11","2011","03","11","15:30:00","2011","03","11","18:25:00","경남","산청","시천","신천리","산27","쓰레기소각","1"
"2011-03-12","2011","03","12","11:15:00","2011","03","12","11:53:00","울산","북","가대","","산172-1","쓰레기소각","0.09"
"2011-03-12","2011","03","12","12:15:00","2011","03","12","13:30:00","전남","영암","서호","태백","산153","농산부산물소각","0.2"
"2011-03-12","2011","03","12","12:20:00","2011","03","12","13:05:00","충북","청주 청원","가덕","삼항","산25-1","쓰레기소각","0.1"
"2011-03-12","2011","03","12","12:36:00","2011","03","12","16:00:00","경북","성주","용암","죽전","산45-1","입산자실화","2"
"2011-03-12","2011","03","12","13:05:00","2011","03","12","17:10:00","경북","김천","부항","두산","산56","쓰레기소각","1.5"
"2011-03-12","2011","03","12","13:10:00","2011","03","12","15:30:00","전남","순천","승주","평중","산5","쓰레기소각","0.6"
"2011-03-12","2011","03","12","14:04:00","2011","03","12","14:44:00","경북","영덕","지품","옥류","산143","입산자실화","0.1"
"2011-03-12","2011","03","12","14:13:00","2011","03","12","15:50:00","충북","괴산","불정","삼방","산62-2","농산부산물소각","0.5"
"2011-03-12","2011","03","12","14:20:00","2011","03","12","15:30:00","충북","충주","산척","명서","산83","쓰레기소각","0.3"
"2011-03-12","2011","03","12","14:38:00","2011","03","12","15:48:00","경남","양산","명","","산5","입산자실화","0.1"
"2011-03-12","2011","03","12","15:25:00","2011","03","12","17:10:00","경북","안동","풍천","인금","산169","농산부산물소각","5"
"2011-03-13","2011","03","13","14:35:00","2011","03","13","15:35:00","울산","울주","두서","내와","산288","쓰레기소각","0.01"
"2011-03-13","2011","03","13","14:40:00","2011","03","13","16:00:00","전남","나주","문평","대도","산201-1","농산부산물소각","0.1"
"2011-03-14","2011","03","14","11:00:00","2011","03","14","12:45:00","전남","곡성","죽곡","원달","산232-2","농산부산물소각","0.2"
"2011-03-14","2011","03","14","14:30:00","2011","03","14","16:30:00","울산","울주","언양","평","산2 외 1","농산부산물소각","7"
"2011-03-14","2011","03","14","19:40:00","2011","03","14","21:00:00","강원","영월","영월","정양","산80","입산자실화","0.1"
"2011-03-14","2011","03","14","20:50:00","2011","03","14","23:40:00","대구","달성","가창","대일","산129","입산자실화","0.5"
"2011-03-15","2011","03","15","16:00:00","2011","03","15","16:50:00","전남","화순","화순","수만","산68","입산자실화","0.1"
"2011-03-15","2011","03","15","16:05:00","2011","03","15","16:40:00","경북","영천","오수","","산5-1","담뱃불실화","0.2"
"2011-03-15","2011","03","15","16:27:00","2011","03","15","17:36:00","경북","안동","북후","석탑","산67","건축물화재비화","0.5"
"2011-03-16","2011","03","16","13:16:00","2011","03","16","14:20:00","전남","장흥","회진","대","산99","건축물화재비화","0.2"
"2011-03-16","2011","03","16","13:55:00","2011","03","16","15:10:00","충북","보은","수한","율산","산1","입산자실화","0.01"
"2011-03-16","2011","03","16","15:30:00","2011","03","16","16:05:00","충북","음성","생극","생","산51-1","담뱃불실화","0.01"
"2011-03-17","2011","03","17","11:10:00","2011","03","17","13:20:00","전남","신안","신의","하태동","산98","농산부산물소각","0.2"
"2011-03-17","2011","03","17","13:42:00","2011","03","17","14:50:00","인천","서","불로","","산139-1","쓰레기소각","0.2"
"2011-03-18","2011","03","18","11:38:00","2011","03","18","13:00:00","전남","영암","덕진","운암","산88","농산부산물소각","0.2"
"2011-03-18","2011","03","18","12:00:00","2011","03","18","12:50:00","강원","홍천","홍천","연봉","산9-1","입산자실화","0.2"
"2011-03-18","2011","03","18","12:15:00","2011","03","18","14:10:00","전북","정읍","옹동","비봉","산461","쓰레기소각","0.1"
"2011-03-18","2011","03","18","13:35:00","2011","03","18","14:35:00","경북","봉화","물야","수식","산59-1","건축물화재비화","0.8"
"2011-03-18","2011","03","18","18:33:00","2011","03","19","00:05:00","충남","공주","계룡","내흥","산19","농산부산물소각","0.7"
"2011-03-18","2011","03","18","19:50:00","2011","03","19","08:30:00","충남","서산","해미","대곡","산4","입산자실화","1.2"
"2011-03-19","2011","03","19","00:00:00","2011","03","19","03:20:00","경북","의성","사곡","음지","산5","입산자실화","0.1"
"2011-03-19","2011","03","19","00:50:00","2011","03","19","07:10:00","전북","남원","산내","백일","산37 외 1","입산자실화","2.5"
"2011-03-19","2011","03","19","09:30:00","2011","03","19","11:50:00","경북","영덕","축산","축산","산8-2 외 1필","쓰레기소각","1.5"
"2011-03-19","2011","03","19","13:00:00","2011","03","19","14:15:00","경북","경주","현곡","가정","산4","쓰레기소각","1.5"
"2011-03-19","2011","03","19","13:52:00","2011","03","19","16:50:00","경남","거창","남상","무촌","산264","입산자실화","1"
"2011-03-19","2011","03","19","14:20:00","2011","03","19","15:40:00","충북","보은","보은","노티","산45-1","입산자실화","0.8"
"2011-03-19","2011","03","19","15:35:00","2011","03","19","17:20:00","경남","거창","남상","둔동","산18","입산자실화","0.5"
"2011-03-23","2011","03","23","14:25:00","2011","03","23","17:07:00","울산","울주","온양","운화","산159-6","기타","0.3"
"2011-03-23","2011","03","23","15:13:00","2011","03","23","16:25:00","경북","청도","운문","정상","산8","쓰레기소각","0.02"
"2011-03-23","2011","03","23","15:15:00","2011","03","23","16:13:00","경북","안동","풍산","서미","산30-2","농산부산물소각","0.4"
"2011-03-24","2011","03","24","13:00:00","2011","03","24","14:15:00","강원","화천","화천","풍산","산240 외 1","농산부산물소각","0.7"
"2011-03-24","2011","03","24","13:15:00","2011","03","24","14:42:00","충북","보은","마로","임곡","산12-5","농산부산물소각","0.5"
"2011-03-24","2011","03","24","16:23:00","2011","03","24","17:12:00","울산","울주","온양","발","산157-8","입산자실화","0.5"
"2011-03-25","2011","03","25","14:25:00","2011","03","26","09:00:00","부산","강서","지사","","산48","입산자실화","18"
"2011-03-27","2011","03","27","12:02:00","2011","03","27","13:55:00","경북","칠곡","지천","금호","산13","입산자실화","0.3"
"2011-03-27","2011","03","27","15:32:00","2011","03","27","16:40:00","대전","","마산","","산7","담뱃불실화","0.2"
"2011-03-27","2011","03","27","16:17:00","2011","03","27","16:50:00","부산","해운대","우","","산65-3","기타","0.06"
"2011-03-29","2011","03","29","13:45:00","2011","03","29","15:30:00","경북","청송","안덕","노래","산44 외 1","쓰레기소각","0.3"
"2011-03-29","2011","03","29","15:06:00","2011","03","29","16:50:00","광주","서","풍암","","산95-45","농산부산물소각","0.5"
"2011-03-30","2011","03","30","12:10:00","2011","03","30","14:20:00","경남","의령","유곡","세간","산26","농산부산물소각","0.3"
"2011-03-30","2011","03","30","14:09:00","2011","03","30","17:15:00","경북","경산","용성","부일","산4","농산부산물소각","1"
"2011-03-30","2011","03","30","14:18:00","2011","03","30","15:42:00","경북","경주","산내","외칠","산169","기타","0.2"
"2011-03-30","2011","03","30","14:58:00","2011","03","30","15:45:00","울산","울주","서생","화산","산207-2","쓰레기소각","0.2"
"2011-03-30","2011","03","30","15:05:00","2011","04","02","10:00:00","경북","울진","기성","정명","산78 외 45","입산자실화","48"
"2011-03-30","2011","03","30","15:55:00","2011","03","30","17:10:00","충북","옥천","청성","궁촌","산12-1","입산자실화","0.3"
"2011-03-30","2011","03","30","15:55:00","2011","03","31","12:50:00","경북","고령","성산","삼대","산45","기타","25"
"2011-03-30","2011","03","30","16:25:00","2011","03","30","19:00:00","충북","영동","황간","우매","산50","기타","1"
"2011-03-31","2011","03","31","11:50:00","2011","03","31","12:38:00","충북","보은","내북","상궁","산21-1","쓰레기소각","0.2"
"2011-03-31","2011","03","31","12:10:00","2011","03","31","13:10:00","경남","의령","봉수","청계","산87","농산부산물소각","0.1"
"2011-03-31","2011","03","31","12:40:00","2011","03","31","14:30:00","전남","함평","손불","북성","산53-1","입산자실화","0.2"
"2011-03-31","2011","03","31","12:50:00","2011","03","31","16:20:00","경남","창녕","장마","신구","산129","농산부산물소각","0.3"
"2011-03-31","2011","03","31","13:37:00","2011","03","31","18:45:00","경남","거창","가조","동례","산275-2","담뱃불실화","6"
"2011-03-31","2011","03","31","13:40:00","2011","03","31","14:40:00","경북","김천","조마","신안","산11","농산부산물소각","0.2"
"2011-03-31","2011","03","31","13:55:00","2011","04","01","08:50:00","경남","고성","동해","내곡","산93-2","담뱃불실화","5"
"2011-03-31","2011","03","31","14:00:00","2011","03","31","15:00:00","전북","남원","아영","구상","산26","기타","0.3"
"2011-03-31","2011","03","31","14:10:00","2011","03","31","15:20:00","경남","김해","생림","안양","산2-1","입산자실화","0.3"
"2011-03-31","2011","03","31","14:40:00","2011","03","31","17:00:00","경남","통영","욕지","연화","산1-23","기타","0.2"
"2011-03-31","2011","03","31","15:15:00","2011","03","31","17:30:00","충북","보은","회인","용곡","산36","쓰레기소각","1"
"2011-03-31","2011","03","31","16:00:00","2011","03","31","19:00:00","전남","화순","도암","봉하","산88-1","입산자실화","0.4"
"2011-03-31","2011","03","31","16:45:00","2011","03","31","18:20:00","광주","동","지산","","산84-5","입산자실화","0.2"
"2011-04-01","2011","04","01","10:50:00","2011","04","01","13:30:00","강원","정선","정선","신월","산18","농산부산물소각","0.3"
"2011-04-01","2011","04","01","11:30:00","2011","04","01","12:20:00","전북","고창","아산","반암","산41-1","농산부산물소각","0.01"
"2011-04-01","2011","04","01","12:25:00","2011","04","02","09:25:00","경북","예천","호명","황지","산82 외","농산부산물소각","110"
"2011-04-01","2011","04","01","12:45:00","2011","04","01","14:30:00","전남","해남","황산","호동","산52","농산부산물소각","0.1"
"2011-04-01","2011","04","01","12:45:00","2011","04","01","14:00:00","전남","완도","완도","가용","산214-1","농산부산물소각","0.08"
"2011-04-01","2011","04","01","12:50:00","2011","04","01","18:25:00","경남","창녕","장마","신구","산129","농산부산물소각","3"
"2011-04-01","2011","04","01","13:35:00","2011","04","02","09:10:00","경남","거제","장목 ","농소","산77","농산부산물소각","6"
"2011-04-01","2011","04","01","13:40:00","2011","04","01","14:46:00","경남","합천","삼가","용흥","산86","농산부산물소각","0.5"
"2011-04-01","2011","04","01","14:08:00","2011","04","01","14:50:00","충남","공주","이인","신흥","산32","농산부산물소각","0.01"
"2011-04-01","2011","04","01","14:15:00","2011","04","01","16:45:00","강원","삼척","노곡","상군천","산13","건축물화재비화","0.5"
"2011-04-01","2011","04","01","14:30:00","2011","04","01","17:30:00","경남","김해","상동","우계","산215-1","입산자실화","1.5"
"2011-04-01","2011","04","01","14:37:00","2011","04","01","17:10:00","경북","경산","하양","부호","산7-5","입산자실화","0.5"
"2011-04-01","2011","04","01","15:45:00","2011","04","02","09:00:00","경남","하동","악양","정동","산4","농산부산물소각","4"
"2011-04-01","2011","04","01","16:15:00","2011","04","02","09:00:00","충북","제천","덕산","월악","산1-1","쓰레기소각","3"
"2011-04-01","2011","04","01","16:50:00","2011","04","01","19:30:00","충남","금산","복수","구례","산208-1","기타","0.01"
"2011-04-01","2011","04","01","21:10:00","2011","04","02","13:00:00","경북","영덕","남정","회","산149 외 65","쓰레기소각","60.5"
"2011-04-02","2011","04","02","14:10:00","2011","04","02","16:50:00","전남","보성","미력","미력","산71","농산부산물소각","1.8"
"2011-04-02","2011","04","02","16:20:00","2011","04","02","17:30:00","경북","칠곡","지천","낙산","산200","입산자실화","0.2"
"2011-04-04","2011","04","04","12:15:00","2011","04","04","13:18:00","경북","예천","감천","천향","산5","쓰레기소각","0.2"
"2011-04-04","2011","04","04","13:25:00","2011","04","04","14:20:00","경북","안동","와룡","주계","산105","기타","0.1"
"2011-04-04","2011","04","04","13:30:00","2011","04","04","14:20:00","경북","봉화","상운","문촌","산150","농산부산물소각","0.05"
"2011-04-05","2011","04","05","11:08:00","2011","04","05","11:40:00","강원","춘천","남","관천","산48","입산자실화","0.1"
"2011-04-05","2011","04","05","13:40:00","2011","04","05","15:52:00","충남","보령","주포","연지","산32","기타","0.2"
"2011-04-05","2011","04","05","14:10:00","2011","04","05","15:59:00","충북","옥천","군북","환평","산45-6","기타","1.2"
"2011-04-05","2011","04","05","15:38:00","2011","04","05","18:00:00","충남","당진","고대","옥현","318.0","농산부산물소각","0.2"
"2011-04-05","2011","04","05","16:00:00","2011","04","05","16:50:00","인천","연수","동춘","","산53-1","농산부산물소각","0.1"
"2011-04-05","2011","04","05","17:17:00","2011","04","05","22:00:00","충남","당진","당진","사기소리","산150-2","기타","0.1"
"2011-04-06","2011","04","06","12:55:00","2011","04","06","14:00:00","전남","영암","학산","독천","산682-3","농산부산물소각","0.1"
"2011-04-06","2011","04","06","13:15:00","2011","04","06","13:40:00","전북","익산","신흥","","400-1","농산부산물소각","0.01"
"2011-04-06","2011","04","06","14:50:00","2011","04","06","16:00:00","강원","철원","철원","화지","산52","입산자실화","0.2"
"2011-04-06","2011","04","06","15:00:00","2011","04","06","15:40:00","경북","울진","원남","기양","산9","기타","0.3"
"2011-04-06","2011","04","06","15:22:00","2011","04","06","18:50:00","충남","금산","제원","명곡","산1-1","기타","0.5"
"2011-04-06","2011","04","06","16:27:00","2011","04","06","17:00:00","강원","강릉","왕산","도마","산456-1","입산자실화","0.1"
"2011-04-06","2011","04","06","21:20:00","2011","04","06","23:55:00","경북","영덕","지품","송천","산159-6","입산자실화","1"
"2011-04-09","2011","04","09","12:30:00","2011","04","09","12:57:00","강원","양구","동","덕곡","산44-2","쓰레기소각","0.04"
"2011-04-09","2011","04","09","12:55:00","2011","04","09","13:40:00","강원","양구","남","창","산72","기타","0.03"
"2011-04-09","2011","04","09","16:40:00","2011","04","09","17:20:00","대전","대덕","비례","","산8-5","입산자실화","0.05"
"2011-04-10","2011","04","10","12:19:00","2011","04","10","13:08:00","강원","화천","하남","원천","산16","건축물화재비화","0.1"
"2011-04-11","2011","04","11","14:23:00","2011","04","11","16:00:00","경기","포천","관인","중","산297","입산자실화","0.1"
"2011-04-11","2011","04","11","17:25:00","2011","04","11","18:15:00","전남","장흥","안양","사촌","산65-1","입산자실화","0.1"
"2011-04-12","2011","04","12","11:45:00","2011","04","12","12:40:00","충북","청주 청원","오창","가좌","산27","농산부산물소각","0.2"
"2011-04-12","2011","04","12","14:45:00","2011","04","12","16:40:00","경기","포천","소홀","이곡","산56-1","입산자실화","0.1"
"2011-04-12","2011","04","12","15:14:00","2011","04","12","16:30:00","경기","포천","일동","기산","302-2","농산부산물소각","0.07"
"2011-04-12","2011","04","12","15:20:00","2011","04","12","16:30:00","전남","무안","몽탄","대치","산98","입산자실화","0.2"
"2011-04-12","2011","04","12","15:30:00","2011","04","12","16:00:00","부산","금정","선","","산11","농산부산물소각","0.3"
"2011-04-12","2011","04","12","15:42:00","2011","04","13","06:38:00","충남","예산","대술","방산","산6-1 외 1","입산자실화","0.01"
"2011-04-13","2011","04","13","12:37:00","2011","04","13","13:36:00","전남","화순","동","대포","산92","입산자실화","0.05"
"2011-04-13","2011","04","13","14:35:00","2011","04","13","15:20:00","전북","완주","비봉","대치","산110","입산자실화","0.01"
"2011-04-13","2011","04","13","15:02:00","2011","04","13","17:50:00","강원","","손양","삽존","산57","입산자실화","4"
"2011-04-13","2011","04","13","15:05:00","2011","04","13","16:10:00","전남","곡성","겸","산정","산17","농산부산물소각","0.2"
"2011-04-13","2011","04","13","16:05:00","2011","04","13","17:10:00","강원","삼척","도계","고사","산18","기타","0.2"
"2011-04-13","2011","04","13","16:50:00","2011","04","13","17:50:00","강원","영월","수주","운학","산1683-2","쓰레기소각","0.15"
"2011-04-13","2011","04","13","23:40:00","2011","04","14","02:30:00","강원","춘천","신동","중리","산107-28","입산자실화","0.5"
"2011-04-14","2011","04","14","13:02:00","2011","04","14","14:55:00","경북","울진","서","쌍전","산101 외 1","쓰레기소각","1.2"
"2011-04-14","2011","04","14","13:38:00","2011","04","14","16:25:00","경남","거창","남하","둔마","산145","농산부산물소각","0.6"
"2011-04-14","2011","04","14","14:00:00","2011","04","14","16:15:00","경북","성주","선남","장학","산62-2 외 3","쓰레기소각","1"
"2011-04-16","2011","04","16","14:15:00","2011","04","16","16:40:00","서울","서초","신원","","산28-1","입산자실화","0.4"
"2011-04-16","2011","04","16","18:25:00","2011","04","16","19:30:00","강원","춘천","남산","강촌","산37-2","입산자실화","0.1"
