"date","startyear","startmonth","startday","starttime","endyear","endmonth","endday","endtime","locsi","locgungu","locmenu","locdong","locbunji","firecause","damagearea"
"2022-04-02","2022","04","02","14:05:00","2022","04","02","16:00:00","경기","여주","세종대왕","광내","산12-14","쓰레기소각","0.15"
"2022-04-02","2022","04","02","14:33:00","2022","04","02","16:30:00","충남","공주","계룡","기산","산87","건축물화재비화","0.01"
"2022-04-02","2022","04","02","15:22:00","2022","04","03","14:40:00","전북","무주","설천","소천","산27","기타","5"
"2022-04-02","2022","04","02","15:53:00","2022","04","02","17:00:00","경기","양평","양서","국수","산50","입산자실화","0.03"
"2022-04-03","2022","04","03","12:00:00","2022","04","03","12:40:00","전북","남원","","내척","산141","농산부산물소각","0.09"
"2022-04-03","2022","04","03","14:27:00","2022","04","03","17:30:00","서울","성북","","종암","산2-27","기타","0.01"
"2022-04-03","2022","04","03","14:27:00","2022","04","03","15:09:00","울산","울주","범서","두산","산374-2","쓰레기소각","0.1"
"2022-04-03","2022","04","03","15:23:00","2022","04","03","16:29:00","경북","구미","","황상","산29","입산자실화","0.1"
"2022-04-03","2022","04","03","15:47:00","2022","04","03","17:07:00","충북","보은","마로","갈천","산34-1","입산자실화","0.25"
"2022-04-04","2022","04","04","07:06:00","2022","04","04","13:00:00","경북","봉화","소천","남회룡","산51-1","기타","3.5"
"2022-04-04","2022","04","04","11:30:00","2022","04","04","12:57:00","울산","중","","다운","산165","입산자실화","0.02"
"2022-04-04","2022","04","04","12:15:00","2022","04","04","13:00:00","경기","양평","양동","금왕","234.0","쓰레기소각","0.01"
"2022-04-04","2022","04","04","12:37:00","2022","04","04","16:00:00","강원","강릉","왕산","왕산","산210","기타","0.3"
"2022-04-04","2022","04","04","13:20:00","2022","04","04","16:23:00","세종","","","고복","산112-1","농산부산물소각","0.3"
"2022-04-04","2022","04","04","13:43:00","2022","04","04","14:20:00","경기","포천","군내","하성북","209.0","담뱃불실화","0.1"
"2022-04-04","2022","04","04","14:16:00","2022","04","04","15:35:00","경기","용인 처인","","운학","47.0","쓰레기소각","0.1"
"2022-04-04","2022","04","04","14:19:00","2022","04","04","15:22:00","경기","포천","신북","덕둔","448.0","쓰레기소각","0.23"
"2022-04-04","2022","04","04","14:22:00","2022","04","04","15:25:00","경북","김천","지례","대율","산52","입산자실화","0.17"
"2022-04-04","2022","04","04","15:30:00","2022","04","04","17:00:00","충남","서산","고북","가구","산28-4","입산자실화","0.07"
"2022-04-04","2022","04","04","17:02:00","2022","04","04","18:45:00","경기","파주","적성","어유지","산70-8","쓰레기소각","0.1"
"2022-04-04","2022","04","04","19:43:00","2022","04","05","00:50:00","경기","하남","","학암","산105-7","기타","8"
"2022-04-05","2022","04","05","11:45:00","2022","04","05","13:00:00","충남","청양","청남","내직","17-1","입산자실화","0.02"
"2022-04-05","2022","04","05","13:20:00","2022","04","05","14:00:00","경북","김천","감천","용호","산21","쓰레기소각","0.16"
"2022-04-05","2022","04","05","13:29:00","2022","04","12","18:00:00","경북","봉화","봉화","화천","산39-1","기타","130"
"2022-04-05","2022","04","05","13:44:00","2022","04","05","16:30:00","경기","군포","","속달","산7-2","입산자실화","0.12"
"2022-04-05","2022","04","05","14:48:00","2022","04","05","17:30:00","경기","시흥","","정왕","산119-14","쓰레기소각","0.8"
"2022-04-05","2022","04","05","15:37:00","2022","04","05","16:25:00","경기","용인","기흥","동백","81-53","담뱃불실화","0.03"
"2022-04-05","2022","04","05","15:45:00","2022","04","05","17:42:00","인천","남동","","도림","산28-1","기타","0.05"
"2022-04-06","2022","04","06","13:34:00","2022","04","06","16:00:00","경북","청송","진보","월전","산42","기타","0.1"
"2022-04-06","2022","04","06","14:00:00","2022","04","06","14:45:00","경남","함양","휴천","목현","산37-5","입산자실화","0.14"
"2022-04-06","2022","04","06","14:34:00","2022","04","06","15:25:00","인천","강화","화도","사기","106.0","기타","0.09"
"2022-04-06","2022","04","06","15:06:00","2022","04","06","16:00:00","경기","여주","세종대왕","광대","산32-5","담뱃불실화","0.02"
"2022-04-06","2022","04","06","19:10:00","2022","04","06","20:51:00","경남","밀양","무안","정곡","산21-1","건축물화재비화","0.18"
"2022-04-07","2022","04","07","11:03:00","2022","04","07","13:26:00","경기","연천","마산","광동","산50-1","기타","0.2"
"2022-04-07","2022","04","07","13:59:00","2022","04","07","16:29:00","경기","성남","중원","상대원","산63-7","기타","0.01"
"2022-04-07","2022","04","07","14:30:00","2022","04","07","16:18:00","전북","진안","성수","좌산","산5","입산자실화","0.4"
"2022-04-07","2022","04","07","15:28:00","2022","04","07","16:03:00","경기","용인","기흥","마북","산10-2","쓰레기소각","0.03"
"2022-04-07","2022","04","07","17:22:00","2022","04","07","18:00:00","경기","의정부","","장암","산38-1","기타","0.01"
"2022-04-07","2022","04","07","18:40:00","2022","04","07","21:30:00","전남","순천","해룡","도룡","산23","건축물화재비화","0.1"
"2022-04-08","2022","04","08","08:52:00","2022","04","08","11:00:00","충남","예산","대흥","대률","1-3","기타","0.1"
"2022-04-08","2022","04","08","10:07:00","2022","04","08","11:07:00","경남","창원","의창","봉림","산163-4","입산자실화","0.1"
"2022-04-08","2022","04","08","11:43:00","2022","04","08","14:20:00","전남","보성","보성","옥암","산62-5","입산자실화","0.1"
"2022-04-08","2022","04","08","13:09:00","2022","04","08","15:35:00","경기","안산","단원","대부북","산52","기타","0.05"
"2022-04-08","2022","04","08","17:10:00","2022","04","08","20:00:00","전북","남원","산내","종황","산78","입산자실화","0.09"
"2022-04-08","2022","04","08","17:12:00","2022","04","08","18:20:00","전북","","성송","무송","산27-4","입산자실화","0.09"
"2022-04-09","2022","04","09","09:45:00","2022","04","10","08:20:00","경북","봉화","석포","석포","산1-231","기타","3"
"2022-04-09","2022","04","09","10:31:00","2022","04","10","09:00:00","충남","서산","운산","고풍","산124-1","쓰레기소각","158.11"
"2022-04-09","2022","04","09","10:45:00","2022","04","09","11:45:00","전남","장흥","부산","호계","산20","입산자실화","0.12"
"2022-04-09","2022","04","09","10:53:00","2022","04","09","17:00:00","경기","포천","관인","초과","산71","기타","1"
"2022-04-09","2022","04","09","11:30:00","2022","04","09","13:00:00","전북","남원","아영","아곡","473-6","농산부산물소각","0.2"
"2022-04-09","2022","04","09","11:35:00","2022","04","09","12:31:00","경기","동두천","","안흥","산33-3","쓰레기소각","0.2"
"2022-04-09","2022","04","09","12:01:00","2022","04","09","14:33:00","경기","연천","전곡","고능","산152-1","쓰레기소각","1.6"
"2022-04-09","2022","04","09","12:16:00","2022","04","09","16:36:00","경기","남양주","와부","월문","산121","기타","1.5"
"2022-04-09","2022","04","09","12:49:00","2022","04","09","13:50:00","경기","고양","덕양","주교","산101-2","기타","0.01"
"2022-04-09","2022","04","09","13:03:00","2022","04","09","15:10:00","경남","하동","횡천","월평","산99-1","건축물화재비화","1.8"
"2022-04-09","2022","04","09","13:17:00","2022","04","09","17:50:00","충남","청양","목","대평","산46-1","농산부산물소각","9.93"
"2022-04-09","2022","04","09","13:42:00","2022","04","09","14:40:00","경북","영덕","영해","벌영","산35-11","입산자실화","0.2"
"2022-04-09","2022","04","09","13:49:00","2022","04","09","18:18:00","경기","남양주","진접","진벌","산23-1","기타","8"
"2022-04-09","2022","04","09","13:54:00","2022","04","09","21:00:00","경기","남양주","진접","내각","산56-20","기타","1"
"2022-04-09","2022","04","09","15:05:00","2022","04","09","16:10:00","충남","서천","마산","나궁","산31","쓰레기소각","0.1"
"2022-04-09","2022","04","09","15:50:00","2022","04","09","19:20:00","충남","계룡","두마","농소","산18-1","입산자실화","0.5"
"2022-04-09","2022","04","09","16:20:00","2022","04","09","18:00:00","경북","영양","일월","칠성","산42","입산자실화","0.2"
"2022-04-09","2022","04","09","17:50:00","2022","04","09","20:25:00","경기","가평","청펑","대성","산42-8","기타","0.45"
"2022-04-10","2022","04","10","02:35:00","2022","04","10","03:24:00","대구","북","","침산","산16-26","입산자실화","0.03"
"2022-04-10","2022","04","10","07:52:00","2022","04","10","10:33:00","경남","산청","신동","장천","산89","기타","1.7"
"2022-04-10","2022","04","10","10:53:00","2022","04","10","11:25:00","경기","양평","개군","항","128-3","쓰레기소각","0.05"
"2022-04-10","2022","04","10","11:15:00","2022","04","10","14:15:00","부산","기장","기장","내","산100-1","기타","2"
"2022-04-10","2022","04","10","11:31:00","2022","04","10","13:10:00","경기","파주","광탄","마장","산1","기타","0.08"
"2022-04-10","2022","04","10","12:41:00","2022","04","11","17:00:00","강원","인제","북","월학","산328","기타","13"
"2022-04-10","2022","04","10","12:47:00","2022","04","10","14:20:00","강원","고성","토성","원암","산112","기타","0.94"
"2022-04-10","2022","04","10","13:04:00","2022","04","10","14:00:00","경기","고양","덕양","현천","417-2","입산자실화","0.03"
"2022-04-10","2022","04","10","13:05:00","2022","04","10","15:50:00","경기","파주","법원","직천","산74","기타","0.06"
"2022-04-10","2022","04","10","13:09:00","2022","04","10","16:30:00","강원","화천","상서","파포","산16","기타","3.3"
"2022-04-10","2022","04","10","13:10:00","2022","04","13","00:00:00","경북","군위","삼국유사","화북","산4","입산자실화","225.72"
"2022-04-10","2022","04","10","13:15:00","2022","04","10","20:40:00","경기","양주","은현","봉암","산11","기타","1.24"
"2022-04-10","2022","04","10","13:25:00","2022","04","10","14:30:00","경기","광주","퇴촌","도수","산58","기타","0.02"
"2022-04-10","2022","04","10","13:44:00","2022","04","10","15:00:00","경기","안양","만안","석수","산61-1","담뱃불실화","0.02"
"2022-04-10","2022","04","10","14:02:00","2022","04","10","14:50:00","경남","거창","주상","성기","산25","건축물화재비화","0.01"
"2022-04-10","2022","04","10","14:46:00","2022","04","10","18:20:00","경북","경주","양북","입천","산104-19","입산자실화","2.5"
"2022-04-10","2022","04","10","15:40:00","2022","04","12","21:30:00","강원","양구","양구","송청","산43","쓰레기소각","716.31"
"2022-04-10","2022","04","10","15:58:00","2022","04","10","18:00:00","경기","광주","오포","신현","산94-36","기타","0.02"
"2022-04-10","2022","04","10","17:11:00","2022","04","10","18:50:00","전남","광양","광양","초남","산150","입산자실화","0.5"
"2022-04-10","2022","04","10","18:00:00","2022","04","10","20:20:00","전북","무주","설천","삼공","산92","농산부산물소각","1"
"2022-04-10","2022","04","10","21:46:00","2022","04","11","09:00:00","경남","양산","원동","영담","산12","입산자실화","0.8"
"2022-04-11","2022","04","11","00:53:00","2022","04","11","03:15:00","경북","영덕","영해","대진","산35","기타","1.1"
"2022-04-11","2022","04","11","09:09:00","2022","04","11","11:20:00","대구","달성","유가","양","산3-1","입산자실화","0.01"
"2022-04-11","2022","04","11","11:21:00","2022","04","11","21:11:00","강원","정선","남","문곡","산91-1","기타","3.5"
"2022-04-11","2022","04","11","12:02:00","2022","04","11","14:00:00","경기","광주","","태전","산35","기타","0.04"
"2022-04-11","2022","04","11","13:21:00","2022","04","11","14:30:00","충북","영동","추풍령","작점","산1","기타","0.14"
"2022-04-11","2022","04","11","17:48:00","2022","04","11","18:26:00","경북","의성","단촌","하화","산90","입산자실화","0.15"
"2022-04-11","2022","04","11","18:34:00","2022","04","11","00:00:00","울산","울주","두서","내와","산14","건축물화재비화","0.5"
"2022-04-12","2022","04","12","13:21:00","2022","04","12","15:30:00","경기","화성","봉담","내","산72-1","기타","0.27"
"2022-04-12","2022","04","12","13:33:00","2022","04","14","18:00:00","경북","고령","다산","송곡","산41","건축물화재비화","9.69"
"2022-04-12","2022","04","12","14:41:00","2022","04","12","15:35:00","전남","장성","장성","단광","산102-5","입산자실화","0.3"
"2022-04-12","2022","04","12","15:14:00","2022","04","12","17:20:00","강원","홍천","서","길곡","산43","기타","0.3"
"2022-04-12","2022","04","12","16:08:00","2022","04","12","17:38:00","충남","공주","우성","방문","산37","입산자실화","0.21"
"2022-04-12","2022","04","12","16:20:00","2022","04","12","17:20:00","충남","아산","영인","상성","산72-1","입산자실화","0.05"
"2022-04-12","2022","04","12","16:56:00","2022","04","12","18:30:00","전남","순천","주암","광천","산6-1","기타","1"
"2022-04-12","2022","04","12","17:15:00","2022","04","12","18:20:00","전북","장수","산서","하월","산12-3","농산부산물소각","0.04"
"2022-04-12","2022","04","12","20:13:00","2022","04","12","20:55:00","경기","안양","만안","석수","151-1","담뱃불실화","0.01"
"2022-04-15","2022","04","15","10:00:00","2022","04","15","11:57:00","전남","영암","미왕","두억","산25","입산자실화","0.3"
"2022-04-15","2022","04","15","13:42:00","2022","04","15","15:10:00","경기","양주","은현","운암","산51-2","농산부산물소각","0.01"
"2022-04-15","2022","04","15","17:49:00","2022","04","15","20:00:00","강원","춘천","남산","강촌","산156-2","기타","0.02"
"2022-04-16","2022","04","16","12:42:00","2022","04","16","13:10:00","충남","예산","대술","마전","산69-23","입산자실화","0.08"
"2022-04-16","2022","04","16","14:20:00","2022","04","16","14:55:00","경기","양평","용문","연수","산132-1","기타","0.02"
"2022-04-16","2022","04","16","15:41:00","2022","04","16","17:06:00","대구","북","","구암","산64","기타","0.01"
"2022-04-16","2022","04","16","16:20:00","2022","04","16","18:20:00","전남","보성","검백","온덕","산92","입산자실화","0.6"
"2022-04-17","2022","04","17","09:32:00","2022","04","17","11:30:00","경북","군위","부계","신화","산95","농산부산물소각","0.1"
"2022-04-17","2022","04","17","12:28:00","2022","04","17","14:00:00","전남","화순","화순","세량","산303","입산자실화","0.2"
"2022-04-17","2022","04","17","12:31:00","2022","04","17","14:30:00","강원","인제","남","님전","산204","기타","0.2"
"2022-04-17","2022","04","17","15:18:00","2022","04","17","21:30:00","전남","순천","송광","후곡","산54-1","입산자실화","1"
"2022-04-17","2022","04","17","17:25:00","2022","04","17","18:30:00","경기","가평","청평","청평","산75","기타","0.05"
"2022-04-17","2022","04","17","18:55:00","2022","04","18","10:50:00","전북","김제","금산","청도","산11","입산자실화","0.35"
"2022-04-18","2022","04","18","11:41:00","2022","04","18","13:45:00","경기","가평","상","임초","산95-1","기타","0.46"
"2022-04-18","2022","04","18","11:56:00","2022","04","18","17:00:00","경북","포항 남","호미곶","대보","산13-1","입산자실화","0.2"
"2022-04-18","2022","04","18","14:10:00","2022","04","18","15:30:00","경남","하동","진교","관곡","산32-16","입산자실화","0.2"
"2022-04-18","2022","04","18","16:10:00","2022","04","18","18:30:00","전북","무주","무주","대차","산16","기타","0.6"
"2022-04-18","2022","04","18","16:26:00","2022","04","18","20:00:00","울산","북","","어물","산418","입산자실화","0.01"
"2022-04-18","2022","04","18","17:16:00","2022","04","18","18:00:00","인천","서","","검안","산72-12","입산자실화","0.03"
"2022-04-18","2022","04","18","17:37:00","2022","04","18","18:50:00","대구","달성","다사","부곡","산12-28","입산자실화","0.03"
"2022-04-19","2022","04","19","09:00:00","2022","04","19","09:50:00","전북","남원","대산","수덕","산110-1","담뱃불실화","0.01"
"2022-04-19","2022","04","19","11:31:00","2022","04","19","12:33:00","경남","산청","신동","장천","산218","입산자실화","0.01"
"2022-04-19","2022","04","19","13:20:00","2022","04","19","15:40:00","전북","장수","산서","동화","777-22","입산자실화","0.1"
"2022-04-19","2022","04","19","13:45:00","2022","04","19","14:39:00","대구","북","","읍내","산8","입산자실화","0.15"
"2022-04-19","2022","04","19","14:10:00","2022","04","19","15:30:00","전북","순창","풍산","우곡","산19-1","농산부산물소각","0.1"
"2022-04-19","2022","04","19","15:54:00","2022","04","19","18:22:00","충남","청양","장평","지천","산10-1","입산자실화","1"
"2022-04-19","2022","04","19","16:20:00","2022","04","19","19:20:00","인천","강화","내가","고천","201-4","담뱃불실화","0.69"
"2022-04-20","2022","04","20","10:25:00","2022","04","20","11:30:00","전북","남원","운봉","신기","산29","농산부산물소각","0.15"
"2022-04-20","2022","04","20","10:40:00","2022","04","20","17:00:00","충남","예산","삽교","신","산16","쓰레기소각","0.7"
"2022-04-20","2022","04","20","11:41:00","2022","04","20","17:00:00","경기","남양주","화도","구암","산28-17","담뱃불실화","1.8"
"2022-04-20","2022","04","20","13:00:00","2022","04","20","20:00:00","강원","영월","북","마차","산5-1","기타","12.51"
"2022-04-20","2022","04","20","13:54:00","2022","04","20","19:00:00","대구","동","","도학","산124-1","입산자실화","0.08"
"2022-04-20","2022","04","20","14:28:00","2022","04","20","16:00:00","경기","남양주","조안","심봉","산19-19","기타","0.01"
"2022-04-20","2022","04","20","14:35:00","2022","04","20","16:00:00","경남","창녕","고암","감","978-3","담뱃불실화","0.1"
"2022-04-20","2022","04","20","16:06:00","2022","04","20","18:00:00","충남","논산","벌곡","오곡","산83","입산자실화","0.5"
"2022-04-20","2022","04","20","16:37:00","2022","04","21","08:30:00","대구","달성","옥포","김흥","산187-2","입산자실화","3.18"
"2022-04-20","2022","04","20","16:39:00","2022","04","20","17:15:00","충남","부여","부여","석목","89-4","입산자실화","0.03"
"2022-04-20","2022","04","20","20:36:00","2022","04","21","00:25:00","대구","달서","","월성","산20","입산자실화","2.89"
"2022-04-20","2022","04","20","21:17:00","2022","04","21","01:19:00","경남","창원","진해","죽곡","산114-2","입산자실화","0.61"
"2022-04-21","2022","04","21","11:06:00","2022","04","21","11:47:00","강원","양구","양구","상무통리","289-3","기타","0.01"
"2022-04-21","2022","04","21","11:33:00","2022","04","21","12:39:00","경기","시흥","","과림","산86-8","건축물화재비화","0.4"
"2022-04-21","2022","04","21","12:06:00","2022","04","21","15:00:00","충남","부여","세도","사산","산28-2","입산자실화","0.2"
"2022-04-21","2022","04","21","14:58:00","2022","04","21","18:30:00","강원","춘천","북산","오항","산125-1","입산자실화","1.12"
"2022-04-22","2022","04","22","02:47:00","2022","04","22","18:00:00","충남","홍성","장곡","광성","산68","기타","2"
"2022-04-22","2022","04","22","09:41:00","2022","04","22","11:55:00","충남","서산","해미","산수","산28-1","입산자실화","0.06"
"2022-04-22","2022","04","22","12:08:00","2022","04","22","14:32:00","충남","공주","신풍","청홍","산71","기타","1"
"2022-04-22","2022","04","22","13:03:00","2022","04","22","18:00:00","경북","영주","이산","지동","산192-1","입산자실화","3"
"2022-04-22","2022","04","22","13:33:00","2022","04","23","11:30:00","강원","양양","현북","원일전","산59","기타","70.44"
"2022-04-22","2022","04","22","15:10:00","2022","04","22","18:00:00","경북","경주","건천","대곡","산110","쓰레기소각","0.71"
"2022-04-22","2022","04","22","21:53:00","2022","04","23","03:00:00","강원","춘천","서","방동","산110-2","기타","0.6"
"2022-04-23","2022","04","23","10:48:00","2022","04","23","14:20:00","전북","순창","풍산","삼촌","산119-1","기타","0.6"
"2022-04-23","2022","04","23","11:19:00","2022","04","23","13:07:00","충북","영동","학산","도덕","산2-1","기타","2.82"
"2022-04-23","2022","04","23","12:34:00","2022","04","23","13:38:00","경기","양주","광적","우고","산20","입산자실화","0.01"
"2022-04-23","2022","04","23","14:17:00","2022","04","23","15:00:00","대전","대덕","","신탄진","산29-3","입산자실화","0.01"
"2022-04-23","2022","04","23","14:19:00","2022","04","23","16:45:00","경북","봉화","재산","현동","산128","입산자실화","0.05"
"2022-04-23","2022","04","23","14:56:00","2022","04","23","16:00:00","충남","아산","탕정","매곡","800-10","입산자실화","0.01"
"2022-04-24","2022","04","24","09:38:00","2022","04","24","09:59:00","강원","강릉","주문진","교향","산59","쓰레기소각","0.01"
"2022-04-24","2022","04","24","12:08:00","2022","04","24","13:25:00","충남","당진","정미","덕삼","산30-7","기타","0.02"
"2022-04-24","2022","04","24","12:40:00","2022","04","24","14:30:00","경기","양평","서종","노운","산73-4","기타","0.2"
"2022-04-24","2022","04","24","14:19:00","2022","04","24","15:00:00","경북","포항 남","","대이","산114","입산자실화","0.01"
"2022-04-24","2022","04","24","14:23:00","2022","04","24","16:00:00","강원","횡성","둔내","화동","산209","기타","0.02"
"2022-04-24","2022","04","24","14:59:00","2022","04","24","16:10:00","충북","청주 상당","미원","계원","산25-1","입산자실화","0.1"
"2022-04-24","2022","04","24","16:45:00","2022","04","24","18:00:00","세종","","","영곡","산4-9외2필지","기타","0.21"
"2022-04-24","2022","04","24","18:37:00","2022","04","24","20:25:00","경남","산청","단성","자양","산102-4","입산자실화","0.01"
"2022-04-24","2022","04","24","22:40:00","2022","04","24","23:20:00","강원","강릉","","죽헌","산115-1","기타","0.06"
"2022-04-25","2022","04","25","14:22:00","2022","04","25","16:00:00","경기","고양","덕양","북한","산1-1","입산자실화","0.01"
"2022-04-25","2022","04","25","14:45:00","2022","04","25","15:50:00","전북","진안","상전","주평","산239","입산자실화","0.06"
"2022-04-25","2022","04","25","14:50:00","2022","04","25","21:00:00","전남","곡성","옥과","합강","산146-1","쓰레기소각","5"
"2022-04-25","2022","04","25","15:26:00","2022","04","25","16:00:00","경기","동두천","","광암","산56-4","기타","0.1"
"2022-04-25","2022","04","25","15:28:00","2022","04","25","16:00:00","대구","남","","대명","산288-2","입산자실화","0.01"
"2022-04-25","2022","04","25","16:57:00","2022","04","25","19:00:00","강원","영월","북","마차","산1-1","기타","0.05"
"2022-04-26","2022","04","26","13:22:00","2022","04","26","17:40:00","경기","포천","이동","노곡","산108-2","기타","0.16"
"2022-04-28","2022","04","28","12:27:00","2022","04","28","13:30:00","경기","가평","설악","회곡리","산54-1","기타","0.01"
"2022-05-01","2022","05","01","13:01:00","2022","05","01","15:20:00","전남","보성","겸백","도안","258-1","쓰레기소각","0.65"
"2022-05-01","2022","05","01","13:11:00","2022","05","01","16:30:00","경기","파주","적성","구읍","산1-16","쓰레기소각","0.3"
"2022-05-01","2022","05","01","13:53:00","2022","05","01","15:53:00","충남","금산","진산","엄정","산71","입산자실화","0.3"
"2022-05-01","2022","05","01","15:30:00","2022","05","01","16:40:00","경기","양평","옥천","아신","726-1","기타","0.07"
"2022-05-02","2022","05","02","16:35:00","2022","05","02","18:15:00","경북","봉화","명호","관창","산242","기타","0.01"
"2022-05-02","2022","05","02","18:35:00","2022","05","02","22:00:00","경기","양평","서종","노문","580-27","기타","0.8"
"2022-05-03","2022","05","03","11:41:00","2022","05","03","14:50:00","경북","성주","수륜","수륜","산91-1","입산자실화","1.44"
"2022-05-03","2022","05","03","15:50:00","2022","05","03","16:35:00","경북","영주","부석","노곡","산74","담뱃불실화","0.01"
"2022-05-03","2022","05","03","16:16:00","2022","05","03","18:10:00","강원","태백","","장성","산1","기타","0.24"
"2022-05-03","2022","05","03","17:06:00","2022","05","03","18:30:00","충북","옥천","청성","묘금","산18","기타","1.5"
"2022-05-03","2022","05","03","17:45:00","2022","05","03","18:20:00","전남","보성","회천","영천","산131","담뱃불실화","0.01"
"2022-05-04","2022","05","04","14:19:00","2022","05","04","16:25:00","전남","장흥","부산","호계","산4","입산자실화","0.1"
"2022-05-04","2022","05","04","21:45:00","2022","05","05","07:00:00","경기","양평","옥천","신복","산136-2","기타","0.8"
"2022-05-05","2022","05","05","05:11:00","2022","05","05","06:40:00","경남","합천","가회","오도","산60-5","기타","0.1"
"2022-05-05","2022","05","05","12:58:00","2022","05","05","13:40:00","충북","괴산","사리","이곡","산69-2","입산자실화","0.05"
"2022-05-05","2022","05","05","14:17:00","2022","05","05","16:30:00","경기","양평","서종","수입","산41-2","기타","0.15"
"2022-05-05","2022","05","05","18:59:00","2022","05","05","20:20:00","경기","파주","파평","두포","산34-12","기타","0.13"
"2022-05-06","2022","05","06","17:10:00","2022","05","06","17:25:00","부산","강서","","녹산","12510.0","쓰레기소각","0.01"
"2022-05-07","2022","05","07","11:51:00","2022","05","07","12:50:00","경북","포항","홍해","덕장","산17","입산자실화","0.05"
"2022-05-07","2022","05","07","17:25:00","2022","05","07","18:45:00","전남","해남","현산","읍호","산29-2","담뱃불실화","0.2"
"2022-05-08","2022","05","08","22:38:00","2022","05","08","23:50:00","충북","보은","보은","어암","산46-5","기타","0.2"
"2022-05-09","2022","05","09","11:26:00","2022","05","09","12:30:00","전북","부안","위도","진","산37","입산자실화","0.1"
"2022-05-09","2022","05","09","11:43:00","2022","05","09","13:10:00","강원","평창","대관령","유천","산325-1","기타","0.05"
"2022-05-09","2022","05","09","13:06:00","2022","05","09","19:00:00","경북","영덕","남정","우곡","사48-1","입산자실화","0.68"
"2022-05-12","2022","05","12","09:43:00","2022","05","12","11:07:00","경기","파주","광탄","용미","740-12","건축물화재비화","0.03"
"2022-05-12","2022","05","12","12:28:00","2022","05","12","13:40:00","경기","여주","점동","처","617-88","담뱃불실화","0.02"
"2022-05-12","2022","05","12","13:00:00","2022","05","12","16:00:00","강원","횡성","안흥","서사","산274-1","기타","0.15"
"2022-05-13","2022","05","13","17:41:00","2022","05","13","18:46:00","충남","천안","동남","구성","산53-16","담뱃불실화","0.01"
"2022-05-14","2022","05","14","14:12:00","2022","05","14","16:00:00","서울","노원","","상계","산110-1","기타","0.02"
"2022-05-14","2022","05","14","16:24:00","2022","05","14","17:50:00","전남","고흥","도화","덕중","산316","기타","0.1"
"2022-05-14","2022","05","14","19:44:00","2022","05","14","21:40:00","전남","광양","광양","초남","산151-1","입산자실화","0.3"
"2022-05-15","2022","05","15","02:22:00","2022","05","15","04:50:00","경북","봉화","봉성","외삼","산103-5","기타","0.1"
"2022-05-15","2022","05","15","05:00:00","2022","05","15","09:30:00","전북","진안","상전면","주평","산208-2","입산자실화","0.5"
"2022-05-15","2022","05","15","11:02:00","2022","05","15","12:10:00","경기","가평","가평","읍내","산94-1","기타","0.04"
"2022-05-15","2022","05","15","11:25:00","2022","05","15","13:45:00","경북","경주","","북군","산62-2","입산자실화","0.05"
"2022-05-15","2022","05","15","14:49:00","2022","05","15","20:30:00","충북","단양","영춘","동대","산56-1","입산자실화","2.1"
"2022-05-15","2022","05","15","15:00:00","2022","05","15","16:40:00","경기","안양","동안","비산","산48","입산자실화","0.05"
"2022-05-15","2022","05","15","15:43:00","2022","05","15","16:50:00","경기","남양주","","일패","산37-1","기타","0.06"
"2022-05-15","2022","05","15","17:36:00","2022","05","15","19:00:00","강원","홍천","두촌","철정","산37-1","기타","0.18"
"2022-05-15","2022","05","15","18:03:00","2022","05","15","19:07:00","경남","진주","집현","정수","산226","입산자실화","0.05"
"2022-05-16","2022","05","16","06:10:00","2022","05","16","08:00:00","전북","고창","해리","방축","산49","입산자실화","0.2"
"2022-05-16","2022","05","16","12:15:00","2022","05","16","13:40:00","충남","아산","음봉","쌍룡","산60-3","입산자실화","0.05"
"2022-05-16","2022","05","16","12:19:00","2022","05","16","13:20:00","충북","제천","","두학","산75-29","입산자실화","0.14"
"2022-05-16","2022","05","16","13:40:00","2022","05","16","14:20:00","전북","남원","송동","신평","산87-1","입산자실화","0.03"
"2022-05-16","2022","05","16","17:11:00","2022","05","16","18:30:00","전북","남원","인월","인월","산79-2","입산자실화","0.2"
"2022-05-16","2022","05","16","23:18:00","2022","05","17","00:36:00","경기","화성","팔탄","기천","산132","기타","0.06"
"2022-05-17","2022","05","17","09:28:00","2022","05","17","12:00:00","강원","횡성","갑천","상대","산229","기타","0.03"
"2022-05-17","2022","05","17","11:53:00","2022","05","17","12:45:00","경기","가평","설악","회곡","산105-6","기타","0.08"
"2022-05-17","2022","05","17","12:59:00","2022","05","17","14:32:00","충남","공주","정안","어물","산49-1, 산50","입산자실화","0.5"
"2022-05-17","2022","05","17","13:05:00","2022","05","17","18:41:00","경기","과천","","중앙","산11","입산자실화","4"
"2022-05-17","2022","05","17","18:39:00","2022","05","17","19:30:00","경남","양산","상북","대석","산11","담뱃불실화","0.01"
"2022-05-17","2022","05","17","19:50:00","2022","05","17","23:00:00","경북","경주","","광명","산179","입산자실화","0.8"
"2022-05-18","2022","05","18","02:31:00","2022","05","18","07:30:00","전남","영광","불갑","생곡","산8","건축물화재비화","2.5"
"2022-05-18","2022","05","18","04:43:00","2022","05","18","10:20:00","강원","원주","소초","수암","산218","기타","0.2"
"2022-05-18","2022","05","18","13:20:00","2022","05","18","16:10:00","충남","공주","우성","동대","산44-4","기타","0.9"
"2022-05-18","2022","05","18","14:00:00","2022","05","18","15:40:00","충남","당진","고대","당진포","794-4","입산자실화","0.6"
