일시,평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),최저습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),실효습도(%),월,산불발생여부,산불발생건수,피해면적(ha)
2001-11-18,7.7,13.7,3.7,56.3,28.0,0.0,3.5,6.1,250.0,53.540000000000006,11,0,0,0.0
2001-11-19,9.6,15.8,5.7,42.8,20.0,0.0,3.5,6.0,250.0,46.1,11,0,0,0.0
2001-11-20,11.2,17.8,7.4,37.6,15.0,0.0,3.2,5.7,250.0,40.39300000000001,11,0,0,0.0
2001-11-21,11.3,17.3,7.0,45.6,24.0,0.0,2.7,4.0,250.0,44.125,11,0,0,0.0
2001-11-22,12.3,18.1,9.7,43.0,24.0,0.0,2.7,5.1,250.0,43.136,11,0,0,0.0
2001-11-23,13.3,21.2,8.8,32.8,16.0,0.0,3.1,5.3,250.0,35.879999999999995,11,0,0,0.0
2001-11-24,13.2,16.9,9.8,43.1,24.0,0.0,4.4,8.9,250.0,41.108,11,0,0,0.0
2001-11-25,7.3,13.2,3.1,35.8,19.0,0.0,4.6,7.7,250.0,37.26599999999999,11,0,0,0.0
2001-11-26,2.0,6.2,-0.6,25.0,15.0,0.0,3.7,6.1,230.0,28.661,11,0,0,0.0
2001-11-27,2.2,6.3,-2.3,30.9,12.0,0.0,4.4,7.6,230.0,30.429,11,0,0,0.0
2001-11-28,7.5,10.1,3.3,43.5,32.0,0.0,4.6,7.6,230.0,39.45399999999999,11,0,0,0.0
2001-11-29,8.4,10.5,6.1,70.0,48.0,1.0,2.2,4.4,340.0,60.613,11,0,0,0.0
2001-11-30,5.2,9.2,2.9,32.6,19.0,0.0,4.5,8.2,250.0,40.792,11,0,0,0.0
2001-12-01,5.5,10.1,0.5,35.6,17.0,0.0,4.6,12.2,290.0,37.645,12,0,0,0.0
2001-12-02,6.1,10.7,2.4,49.0,23.0,0.0,3.2,7.8,250.0,45.80200000000001,12,0,0,0.0
2001-12-03,5.4,7.8,3.1,39.0,25.0,0.0,3.4,8.4,250.0,40.56999999999999,12,0,0,0.0
2001-12-04,4.7,8.9,1.3,44.8,21.0,0.0,2.8,4.5,250.0,43.658,12,0,0,0.0
2001-12-05,5.7,10.1,2.9,36.3,12.0,0.0,2.6,6.2,250.0,38.56999999999999,12,0,0,0.0
2001-12-06,2.8,6.5,-0.5,16.6,9.0,0.0,3.5,5.6,270.0,23.186,12,0,0,0.0
2001-12-07,1.2,6.3,-2.9,24.9,10.0,0.0,2.8,4.3,230.0,24.635,12,0,0,0.0
2001-12-08,4.3,9.0,1.7,25.0,9.0,0.0,2.8,4.9,340.0,24.731,12,0,0,0.0
2001-12-09,3.4,7.5,1.0,46.1,32.0,0.0,3.1,5.2,250.0,39.511,12,0,0,0.0
2001-12-10,3.2,5.2,1.0,75.8,54.0,2.8,2.3,4.6,250.0,64.777,12,0,0,0.0
2001-12-11,4.7,9.7,1.0,76.0,50.0,0.0,2.1,4.2,250.0,72.337,12,0,0,0.0
2001-12-12,7.1,12.5,2.4,58.3,31.0,0.0,2.9,5.3,250.0,62.699,12,0,0,0.0
2001-12-13,3.1,8.8,-4.4,30.6,12.0,0.0,5.6,8.0,250.0,40.674,12,0,0,0.0
2001-12-14,-2.6,1.0,-6.0,23.9,14.0,0.0,4.9,8.4,270.0,29.211,12,0,0,0.0
2001-12-15,-2.1,3.2,-5.6,15.0,9.0,0.0,5.6,9.3,250.0,19.171,12,0,0,0.0
2001-12-16,0.8,6.2,-3.5,22.1,10.0,0.0,3.8,7.3,250.0,21.061,12,0,0,0.0
2001-12-17,2.2,7.5,-1.0,31.8,12.0,0.0,3.2,6.8,250.0,28.447,12,0,0,0.0
2001-12-18,0.4,6.1,-3.4,21.1,9.0,0.0,3.2,5.2,230.0,23.127,12,0,0,0.0
2001-12-19,0.3,5.5,-3.0,27.0,15.0,0.0,3.2,5.7,250.0,26.009,12,0,0,0.0
2001-12-20,1.1,5.6,-2.5,29.4,14.0,0.0,3.3,6.3,250.0,28.411,12,0,0,0.0
2001-12-21,1.0,3.5,-0.8,39.5,21.0,0.0,3.7,5.8,250.0,36.053,12,0,0,0.0
2001-12-22,0.4,5.4,-2.4,36.6,23.0,0.0,3.7,5.7,250.0,36.388000000000005,12,0,0,0.0
2001-12-23,0.6,6.1,-3.0,29.9,17.0,0.0,4.0,6.1,230.0,31.897,12,0,0,0.0
2001-12-24,1.0,6.1,-2.6,45.4,25.0,0.0,2.8,5.0,250.0,41.507,12,0,0,0.0
2001-12-25,1.4,5.2,-0.9,75.6,47.0,17.0,2.5,4.6,320.0,65.19099999999999,12,0,0,0.0
2001-12-26,1.6,6.5,-0.5,35.9,18.0,0.0,3.6,5.6,230.0,44.325,12,0,0,0.0
2001-12-27,0.8,4.8,-1.5,31.9,21.0,0.0,5.2,7.7,250.0,36.164,12,0,0,0.0
2001-12-28,1.0,7.0,-3.5,26.6,15.0,0.0,3.8,5.6,250.0,29.781,12,0,0,0.0
2001-12-29,0.7,4.0,-1.8,50.1,18.0,0.4,4.9,11.0,230.0,43.7,12,0,0,0.0
2001-12-30,-2.6,1.1,-5.3,31.3,22.0,0.0,5.2,7.9,250.0,34.749,12,0,0,0.0
2001-12-31,1.6,5.9,-3.2,46.6,26.0,0.9,3.4,6.9,250.0,43.185,12,0,0,0.0
2002-01-01,-1.0,3.4,-7.1,47.3,30.0,0.0,3.9,8.2,250.0,46.124,1,0,0,0.0
2002-01-02,-8.2,-4.7,-10.3,29.0,18.0,0.0,5.4,9.6,250.0,33.961,1,0,0,0.0
2002-01-03,-2.8,1.1,-9.4,27.3,14.0,0.0,6.4,9.8,230.0,29.619,1,0,0,0.0
2002-01-04,3.5,6.7,-0.3,52.5,34.0,0.0,5.4,8.8,250.0,45.659,1,0,0,0.0
2002-01-05,0.5,3.5,-2.5,32.3,20.0,0.0,4.2,7.5,270.0,35.891,1,0,0,0.0
2002-01-06,1.2,8.4,-3.7,35.9,14.0,0.0,3.7,6.7,250.0,36.084,1,0,0,0.0
2002-01-07,-0.6,5.8,-7.0,43.3,20.0,0.7,6.8,14.5,250.0,41.326,1,0,0,0.0
2002-01-08,-5.1,-1.1,-8.2,37.0,27.0,0.0,7.1,12.9,250.0,38.042,1,0,0,0.0
2002-01-09,0.7,6.7,-5.2,26.8,14.0,0.0,5.5,10.5,250.0,30.267999999999997,1,0,0,0.0
2002-01-10,6.4,9.1,0.1,52.9,40.0,0.0,4.8,8.9,230.0,46.279,1,0,0,0.0
2002-01-11,8.0,13.1,4.8,36.1,21.0,0.0,5.3,8.6,230.0,38.836,1,0,0,0.0
2002-01-12,10.6,16.0,7.4,35.0,21.0,0.0,4.0,7.5,250.0,36.227,1,0,0,0.0
2002-01-13,5.8,9.3,4.3,81.3,47.0,4.1,1.7,4.5,290.0,68.024,1,0,0,0.0
2002-01-14,6.3,8.8,4.1,91.1,84.0,2.2,1.2,2.9,200.0,83.56299999999999,1,0,0,0.0
2002-01-15,10.7,14.9,7.7,89.1,74.0,6.9,3.0,6.0,250.0,87.33099999999999,1,0,0,0.0
2002-01-16,3.0,7.8,0.0,90.3,79.0,40.0,1.5,3.3,20.0,89.84599999999999,1,0,0,0.0
2002-01-17,0.6,1.5,0.0,94.9,92.0,17.2,0.8,2.3,270.0,93.46,1,0,0,0.0
2002-01-18,1.9,4.8,-0.3,82.0,64.0,0.1,2.2,5.3,250.0,85.374,1,0,0,0.0
2002-01-19,3.8,8.8,1.1,77.1,52.0,0.2,2.0,3.7,250.0,79.722,1,0,0,0.0
2002-01-20,5.2,9.4,1.8,66.3,39.0,0.0,2.4,4.3,230.0,70.41699999999999,1,0,0,0.0
2002-01-21,2.8,8.0,-2.1,51.4,25.0,0.0,4.0,7.2,250.0,57.097,1,0,0,0.0
2002-01-22,-3.3,-0.9,-4.9,42.8,32.0,0.0,6.0,10.1,250.0,47.194,1,0,0,0.0
2002-01-23,-2.8,1.8,-6.2,36.1,24.0,0.0,5.3,8.2,250.0,39.417,1,0,0,0.0
2002-01-24,-1.0,4.2,-5.0,31.3,20.0,0.0,4.3,7.6,250.0,33.668000000000006,1,0,0,0.0
2002-01-25,0.6,6.3,-4.7,46.3,24.0,0.0,3.4,7.1,250.0,42.481,1,0,0,0.0
2002-01-26,0.7,2.0,-1.7,84.1,68.0,5.2,1.6,3.6,230.0,71.404,1,0,0,0.0
2002-01-27,2.2,7.0,-0.3,66.0,42.0,1.4,2.8,5.4,230.0,67.19999999999999,1,0,0,0.0
2002-01-28,-1.4,1.7,-3.7,37.8,23.0,0.0,5.7,10.1,230.0,46.936,1,0,0,0.0
2002-01-29,-1.3,3.4,-6.1,36.9,21.0,0.0,3.5,6.9,250.0,40.533,1,0,0,0.0
2002-01-30,0.4,4.7,-3.2,37.3,14.0,0.0,3.4,6.2,250.0,38.11599999999999,1,0,0,0.0
2002-01-31,-0.4,4.0,-4.7,35.3,18.0,0.0,3.2,5.1,250.0,35.88699999999999,1,0,0,0.0
2002-02-01,2.2,5.5,-1.9,40.5,25.0,0.0,4.7,9.1,250.0,39.12799999999999,2,0,0,0.0
2002-02-02,4.1,8.4,0.3,53.3,31.0,0.0,3.4,6.1,230.0,49.0,2,0,0,0.0
2002-02-03,3.0,9.8,-0.9,63.3,37.0,0.0,3.0,5.5,250.0,58.864,2,0,0,0.0
2002-02-04,6.2,11.6,-1.8,36.4,16.0,0.0,2.4,5.2,250.0,43.086,2,0,0,0.0
2002-02-05,8.7,12.9,6.4,21.8,12.0,0.0,3.1,6.2,250.0,28.57,2,0,0,0.0
2002-02-06,8.5,12.7,4.1,35.5,20.0,0.0,4.4,10.0,230.0,33.657,2,0,0,0.0
2002-02-07,7.0,13.2,2.3,23.8,9.0,0.0,4.6,10.0,250.0,26.378,2,0,0,0.0
2002-02-08,5.6,9.4,1.2,36.0,15.0,0.0,5.9,11.7,230.0,33.099000000000004,2,0,0,0.0
2002-02-09,0.3,3.8,-3.4,20.3,9.0,0.0,3.9,6.4,250.0,24.141,2,0,0,0.0
2002-02-10,1.1,5.2,-1.8,35.5,26.0,0.0,4.2,7.6,250.0,32.144,2,0,0,0.0
2002-02-11,-0.5,3.1,-3.6,24.6,20.0,0.0,4.5,7.3,250.0,26.821,2,0,0,0.0
2002-02-12,1.3,5.5,-3.2,22.3,11.0,0.0,3.7,6.2,230.0,23.624,2,0,0,0.0
2002-02-13,0.9,4.6,-2.2,40.1,24.0,0.0,3.0,4.9,250.0,35.317,2,0,0,0.0
2002-02-14,0.3,5.3,-3.8,43.9,23.0,0.0,3.2,6.2,250.0,41.049,2,0,0,0.0
2002-02-15,3.2,8.3,-2.3,28.4,14.0,0.0,3.2,4.8,250.0,32.136,2,0,0,0.0
2002-02-16,6.3,11.2,1.5,34.5,19.0,0.0,3.9,6.6,230.0,34.106,2,0,0,0.0
2002-02-17,6.0,10.6,1.2,42.3,28.0,0.0,5.1,8.9,250.0,39.815,2,0,0,0.0
2002-02-18,-0.1,4.7,-3.4,27.9,11.0,0.0,3.9,6.6,230.0,31.256999999999994,2,0,0,0.0
2002-02-19,1.3,7.3,-5.6,28.8,14.0,0.0,3.0,6.1,230.0,29.736,2,0,0,0.0
2002-02-20,8.3,14.0,2.8,21.9,14.0,0.0,5.4,8.1,250.0,24.312,2,0,0,0.0
2002-02-21,8.3,11.1,5.5,28.8,8.0,0.0,3.6,7.2,250.0,27.393,2,0,0,0.0
2002-02-22,8.0,12.5,4.7,46.0,28.0,0.0,4.3,7.6,250.0,40.35699999999999,2,0,0,0.0
2002-02-23,4.9,9.5,1.4,50.8,26.0,0.0,3.3,5.7,250.0,47.43299999999999,2,0,0,0.0
2002-02-24,3.8,9.5,0.4,63.8,37.0,0.0,2.8,5.4,90.0,58.90399999999999,2,0,0,0.0
2002-02-25,8.6,12.9,-0.1,31.6,13.0,0.0,3.6,6.4,250.0,39.816,2,0,0,0.0
2002-02-26,7.9,11.3,5.9,42.9,24.0,0.0,2.6,5.6,250.0,42.34,2,0,0,0.0
2002-02-27,8.8,12.6,5.3,46.1,29.0,0.0,2.2,4.4,250.0,44.976,2,0,0,0.0
2002-02-28,9.0,13.0,4.8,53.6,30.0,0.0,2.6,5.6,250.0,50.691,2,0,0,0.0
2002-03-01,6.0,10.9,1.2,62.1,37.0,0.0,1.9,4.6,250.0,58.704,3,0,0,0.0
2002-03-02,4.3,8.1,1.4,72.6,31.0,14.7,2.7,5.1,340.0,68.37499999999999,3,0,0,0.0
2002-03-03,5.2,11.7,1.5,67.3,29.0,0.0,1.9,5.0,250.0,67.585,3,0,0,0.0
2002-03-04,5.5,9.0,1.1,44.6,27.0,0.0,2.4,4.7,250.0,51.625,3,0,0,0.0
2002-03-05,6.5,9.1,4.6,61.0,15.0,2.4,2.2,6.2,250.0,58.50899999999999,3,0,0,0.0
2002-03-06,4.2,8.3,-0.1,53.5,30.0,0.2,4.0,8.2,250.0,54.791,3,0,0,0.0
2002-03-07,2.7,7.7,-1.1,31.0,17.0,0.0,4.6,7.6,250.0,38.008,3,0,0,0.0
2002-03-08,6.4,12.1,0.4,28.8,17.0,0.0,4.6,8.1,230.0,31.935,3,0,0,0.0
2002-03-09,12.2,15.7,6.6,30.0,20.0,0.0,7.1,13.3,250.0,30.535000000000004,3,0,0,0.0
2002-03-10,8.9,14.1,4.6,67.1,39.0,2.0,3.3,9.6,250.0,55.91599999999999,3,0,0,0.0
2002-03-11,11.3,17.6,3.0,23.9,12.0,0.0,5.1,10.5,250.0,33.114,3,0,0,0.0
2002-03-12,10.4,15.7,5.1,44.5,19.0,0.0,2.9,5.9,230.0,41.527,3,0,0,0.0
2002-03-13,10.9,17.0,3.0,55.6,13.0,0.0,1.8,5.6,250.0,51.506,3,0,0,0.0
2002-03-14,14.4,19.1,10.5,40.4,12.0,1.3,3.7,7.4,230.0,43.232,3,0,0,0.0
2002-03-15,10.2,16.0,4.6,64.9,33.0,0.5,3.5,8.2,250.0,58.737,3,0,0,0.0
2002-03-16,12.3,19.2,3.5,36.1,12.0,0.0,4.0,9.4,270.0,42.746,3,0,0,0.0
2002-03-17,12.8,17.7,8.8,21.5,10.0,0.0,5.3,7.8,250.0,28.025,3,0,0,0.0
2002-03-18,11.4,15.6,8.5,20.1,12.0,0.0,4.5,8.1,270.0,22.844,3,0,0,0.0
2002-03-19,10.6,18.0,5.7,30.1,16.0,0.0,5.2,10.3,270.0,27.678,3,0,0,0.0
2002-03-20,15.3,23.4,2.3,30.9,10.0,0.0,3.2,8.1,250.0,29.702,3,0,0,0.0
2002-03-21,12.1,20.3,8.5,30.8,12.0,1.5,6.8,10.8,250.0,30.45,3,0,0,0.0
2002-03-22,8.8,12.8,3.8,26.6,10.0,0.0,5.7,10.1,250.0,27.846,3,0,0,0.0
2002-03-23,7.0,11.3,3.8,25.3,14.0,0.0,4.8,9.1,250.0,26.113,3,0,0,0.0
2002-03-24,7.9,13.0,2.0,21.0,11.0,0.0,3.8,7.8,270.0,22.546,3,0,0,0.0
2002-03-25,12.4,17.7,7.2,25.5,9.0,0.0,4.8,8.3,250.0,24.619,3,0,0,0.0
2002-03-26,12.7,15.5,9.3,34.6,15.0,0.0,2.9,5.1,250.0,31.549,3,0,0,0.0
2002-03-27,8.8,12.5,3.7,48.9,28.0,0.0,2.8,5.2,90.0,43.565000000000005,3,0,0,0.0
2002-03-28,12.8,19.5,3.4,49.4,26.0,0.0,2.0,5.0,250.0,47.547,3,0,0,0.0
2002-03-29,13.6,17.5,8.7,52.4,36.0,0.0,2.4,5.2,250.0,51.021,3,0,0,0.0
2002-03-30,10.7,13.3,8.1,75.5,60.0,3.0,1.6,3.3,90.0,68.255,3,0,0,0.0
2002-03-31,13.7,17.6,6.5,58.3,27.0,0.0,2.2,7.4,250.0,61.06,3,0,0,0.0
2002-04-01,21.2,25.2,16.5,19.0,14.0,0.0,5.8,9.4,230.0,31.817,4,0,0,0.0
2002-04-02,18.0,22.6,12.8,37.0,14.0,0.0,2.8,6.1,250.0,36.046,4,0,0,0.0
2002-04-03,10.9,20.1,4.6,48.0,18.0,0.0,3.6,8.2,250.0,44.07899999999999,4,0,0,0.0
2002-04-04,13.2,21.4,3.1,23.9,8.0,0.0,2.3,5.1,110.0,29.49,4,0,0,0.0
2002-04-05,13.9,21.1,6.8,50.1,28.0,0.0,1.5,3.3,290.0,44.32,4,0,0,0.0
2002-04-06,13.1,18.9,9.4,74.4,39.0,4.5,2.9,6.3,110.0,65.21300000000001,4,0,0,0.0
2002-04-07,14.4,21.8,8.6,64.3,40.0,0.0,3.8,8.6,270.0,64.114,4,0,0,0.0
2002-04-08,12.5,16.1,9.3,28.6,16.0,0.0,5.0,9.6,250.0,39.591,4,0,0,0.0
2002-04-09,10.0,14.0,6.0,28.4,16.0,0.0,5.2,7.9,250.0,32.333000000000006,4,0,0,0.0
2002-04-10,11.5,16.1,6.2,31.0,17.0,0.0,4.5,6.9,230.0,31.311,4,0,0,0.0
2002-04-11,10.0,14.3,6.5,40.9,19.0,0.0,2.8,5.9,230.0,37.676,4,0,0,0.0
2002-04-12,13.2,21.2,7.4,35.5,13.0,1.0,3.7,8.3,250.0,36.052,4,0,0,0.0
2002-04-13,14.0,17.3,9.5,40.1,24.0,0.0,3.1,6.2,250.0,38.963,4,0,0,0.0
2002-04-14,23.9,30.0,16.4,18.9,9.0,0.0,5.7,11.3,250.0,24.962,4,0,0,0.0
2002-04-15,22.8,29.3,17.7,46.0,26.0,0.0,2.7,6.7,250.0,39.852,4,0,0,0.0
2002-04-16,12.9,17.7,9.5,85.3,53.0,17.5,1.8,6.1,230.0,71.43599999999999,4,0,0,0.0
2002-04-17,13.1,16.8,9.8,27.1,11.0,0.0,5.6,10.8,270.0,39.817,4,0,0,0.0
2002-04-18,13.7,19.9,8.8,27.9,10.0,0.0,3.8,7.8,250.0,32.301,4,0,0,0.0
2002-04-19,16.6,20.8,11.5,20.1,10.0,0.0,3.3,7.1,250.0,24.106,4,0,0,0.0
2002-04-20,18.5,23.7,14.4,24.3,12.0,0.0,2.8,4.9,90.0,23.796,4,0,0,0.0
2002-04-21,19.7,25.7,14.3,35.9,16.0,0.0,2.5,4.7,110.0,32.234,4,0,0,0.0
2002-04-22,18.7,24.5,14.1,59.1,35.0,0.0,1.6,3.3,20.0,50.854,4,0,0,0.0
2002-04-23,14.6,20.8,12.0,75.0,51.0,0.0,1.7,5.5,250.0,67.562,4,0,0,0.0
2002-04-24,14.8,20.1,9.8,37.9,17.0,0.0,3.9,7.0,230.0,46.744,4,0,0,0.0
2002-04-25,9.7,14.3,4.6,51.5,29.0,0.0,2.8,4.6,140.0,50.653,4,0,0,0.0
2002-04-26,10.8,16.5,4.6,50.6,26.0,0.0,2.4,5.7,90.0,50.623,4,0,0,0.0
2002-04-27,11.1,16.1,5.0,53.0,35.0,0.0,2.6,5.4,110.0,51.962,4,0,0,0.0
2002-04-28,11.4,16.5,6.1,61.4,36.0,0.0,2.4,4.6,70.0,58.667,4,0,0,0.0
2002-04-29,10.7,13.0,8.3,78.6,66.0,2.0,1.3,3.6,360.0,72.52799999999999,4,0,0,0.0
2002-04-30,11.2,12.2,10.2,84.5,74.0,25.5,1.1,2.7,340.0,80.75800000000001,4,0,0,0.0
2002-05-01,13.3,18.2,9.1,68.9,46.0,0.0,1.7,5.9,250.0,72.474,5,0,0,0.0
2002-05-02,13.4,17.9,6.3,60.8,42.0,0.0,2.3,4.8,250.0,64.613,5,0,0,0.0
2002-05-03,13.7,16.0,11.7,83.4,69.0,10.5,1.1,2.7,290.0,77.89800000000001,5,0,0,0.0
2002-05-04,18.9,25.1,13.8,62.5,34.0,0.0,1.4,4.4,250.0,66.75300000000001,5,0,0,0.0
2002-05-05,15.5,18.8,10.3,49.9,29.0,0.0,2.6,5.3,90.0,55.092,5,0,0,0.0
2002-05-06,13.0,17.3,8.2,63.8,33.0,1.5,2.5,4.8,90.0,61.517,5,0,0,0.0
2002-05-07,10.6,11.3,10.0,87.6,79.0,43.0,2.0,4.5,50.0,79.448,5,0,0,0.0
2002-05-08,13.1,16.9,9.9,72.4,50.0,1.5,1.8,3.1,70.0,74.163,5,0,0,0.0
2002-05-09,14.7,20.2,9.1,63.4,34.0,0.0,1.4,3.6,70.0,66.906,5,0,0,0.0
2002-05-10,14.0,16.9,10.8,74.1,64.0,0.0,1.8,3.6,340.0,72.24599999999998,5,0,0,0.0
2002-05-11,13.7,16.8,9.9,72.5,59.0,0.0,2.2,4.6,250.0,72.17999999999999,5,0,0,0.0
2002-05-12,15.9,21.8,9.7,68.0,50.0,0.0,1.7,5.0,340.0,69.189,5,0,0,0.0
2002-05-13,19.3,24.3,13.4,58.0,32.0,0.0,1.7,3.7,250.0,61.498,5,0,0,0.0
2002-05-14,16.3,18.7,12.8,79.4,64.0,0.0,1.3,4.3,340.0,74.11500000000001,5,0,0,0.0
2002-05-15,16.0,17.9,14.8,83.9,75.0,0.2,2.2,4.9,50.0,80.71000000000001,5,0,0,0.0
2002-05-16,13.5,15.2,12.0,87.5,81.0,13.5,2.7,4.3,340.0,85.328,5,0,0,0.0
2002-05-17,13.1,15.1,11.1,75.0,61.0,0.2,1.9,4.6,340.0,78.25500000000001,5,0,0,0.0
2002-05-18,13.6,17.2,9.1,75.3,52.0,3.5,2.0,4.0,340.0,76.35199999999999,5,0,0,0.0
2002-05-19,14.8,19.5,11.4,71.9,46.0,2.0,2.1,5.0,250.0,73.265,5,0,0,0.0
2002-05-20,21.1,26.8,12.5,44.1,21.0,0.0,2.5,5.1,250.0,52.771,5,0,0,0.0
2002-05-21,25.3,30.3,19.4,35.1,19.0,0.0,3.3,5.5,230.0,40.682,5,0,0,0.0
2002-05-22,20.2,25.6,16.1,54.0,28.0,0.0,3.9,6.9,250.0,50.06400000000001,5,0,0,0.0
2002-05-23,19.6,25.5,13.2,51.4,26.0,0.0,1.8,3.8,360.0,50.56,5,0,0,0.0
2002-05-24,21.9,28.4,15.6,32.3,11.0,0.0,3.1,6.0,270.0,37.723,5,0,0,0.0
2002-05-25,18.5,25.9,14.0,47.3,18.0,0.0,2.5,5.1,340.0,44.788,5,0,0,0.0
2002-05-26,15.4,19.8,12.1,71.6,52.0,2.5,2.1,4.6,250.0,63.383,5,0,0,0.0
2002-05-27,16.6,20.8,11.2,66.6,51.0,0.0,2.6,4.8,250.0,65.21999999999998,5,0,0,0.0
2002-05-28,22.5,27.2,15.6,32.1,20.0,0.0,3.4,5.4,230.0,42.221,5,0,0,0.0
2002-05-29,24.7,29.6,19.1,26.4,18.0,0.0,3.3,5.3,250.0,31.71,5,0,0,0.0
2002-05-30,24.2,28.3,21.7,44.8,28.0,0.0,4.8,7.9,230.0,40.88499999999999,5,0,0,0.0
2002-05-31,23.2,27.3,18.2,53.6,34.0,0.4,2.4,5.5,250.0,49.291,5,0,0,0.0
2002-06-01,22.5,26.3,18.6,47.6,30.0,0.0,2.8,5.5,250.0,47.968,6,0,0,0.0
2002-06-02,20.1,23.7,17.6,61.3,41.0,0.0,2.6,4.9,250.0,57.526,6,0,0,0.0
2002-06-03,21.0,24.6,15.7,63.8,42.0,0.0,1.5,3.1,250.0,61.85999999999999,6,0,0,0.0
2002-06-04,24.6,29.8,20.0,47.1,27.0,0.0,2.3,4.5,250.0,51.449,6,0,0,0.0
2002-06-05,20.7,23.3,18.1,71.3,55.0,0.0,1.7,3.6,110.0,65.635,6,0,0,0.0
2002-06-06,23.8,30.0,17.4,67.5,46.0,0.0,1.2,3.1,340.0,66.721,6,0,0,0.0
2002-06-07,29.9,34.8,24.6,35.5,22.0,0.0,3.4,5.8,270.0,44.75399999999999,6,0,0,0.0
2002-06-08,23.7,28.6,17.3,51.4,28.0,0.0,3.2,6.7,230.0,49.944,6,0,0,0.0
2002-06-09,24.9,30.6,15.5,47.3,22.0,0.0,2.1,4.4,270.0,47.9,6,0,0,0.0
2002-06-10,26.2,29.9,20.2,51.9,31.0,0.5,2.8,5.5,230.0,50.453,6,0,0,0.0
2002-06-11,22.8,29.9,18.5,55.9,22.0,2.5,3.1,8.0,250.0,54.363,6,0,0,0.0
2002-06-12,21.3,30.7,16.9,55.9,16.0,6.0,3.5,7.2,230.0,55.362,6,0,0,0.0
2002-06-13,19.2,24.0,15.7,77.0,51.0,0.0,1.9,5.0,340.0,70.55,6,0,0,0.0
2002-06-14,18.7,22.6,14.9,75.0,60.0,0.0,2.0,3.9,20.0,73.49000000000001,6,0,0,0.0
2002-06-15,19.0,22.3,15.7,76.3,57.0,0.3,1.9,5.4,340.0,75.477,6,0,0,0.0
2002-06-16,19.1,22.8,14.4,72.9,52.0,0.0,1.8,3.7,90.0,73.85000000000001,6,0,0,0.0
2002-06-17,21.1,25.8,15.9,69.0,46.0,0.0,1.6,3.5,320.0,70.47099999999999,6,0,0,0.0
2002-06-18,24.8,29.8,17.3,54.3,31.0,0.0,1.8,4.0,230.0,59.202000000000005,6,0,0,0.0
2002-06-19,26.9,32.1,22.4,43.0,24.0,0.0,2.8,5.0,230.0,47.97699999999999,6,0,0,0.0
2002-06-20,22.0,27.9,19.1,74.4,53.0,14.5,1.6,5.0,160.0,66.55099999999999,6,0,0,0.0
2002-06-21,20.4,22.8,18.2,76.3,63.0,0.5,2.4,4.0,250.0,72.929,6,0,0,0.0
2002-06-22,16.8,18.5,15.7,80.8,68.0,2.0,2.0,4.0,360.0,78.318,6,0,0,0.0
2002-06-23,16.5,18.7,15.3,80.4,64.0,3.5,1.5,3.3,70.0,80.01299999999999,6,0,0,0.0
2002-06-24,16.7,17.8,15.6,71.0,61.0,3.5,2.2,3.9,70.0,73.72500000000001,6,0,0,0.0
2002-06-25,17.4,20.1,13.4,63.8,48.0,0.0,2.7,4.9,340.0,66.912,6,0,0,0.0
2002-06-26,18.2,23.4,13.0,55.9,33.0,0.0,2.4,4.2,250.0,59.27199999999999,6,0,0,0.0
2002-06-27,20.5,26.2,13.5,48.5,27.0,0.0,2.4,4.5,90.0,51.726,6,0,0,0.0
2002-06-28,20.0,25.9,14.0,59.4,32.0,0.0,1.5,3.9,70.0,57.107,6,0,0,0.0
2002-06-29,19.7,23.8,14.2,70.8,51.0,0.0,1.7,3.4,70.0,66.512,6,0,0,0.0
2002-06-30,20.1,23.0,17.6,74.9,60.0,0.0,1.5,3.0,50.0,72.203,6,0,0,0.0
2002-07-01,21.5,24.8,19.3,74.5,58.0,0.0,1.2,2.6,340.0,73.868,7,0,0,0.0
2002-07-02,22.3,25.3,19.6,75.1,53.0,0.0,1.2,3.0,90.0,74.83699999999999,7,0,0,0.0
2002-07-03,23.5,30.0,20.2,76.9,52.0,0.0,1.4,4.1,340.0,76.312,7,0,0,0.0
2002-07-04,25.8,30.5,20.4,68.6,51.0,0.0,1.5,4.0,250.0,70.892,7,0,0,0.0
2002-07-05,22.6,25.7,20.1,88.8,74.0,110.0,1.3,4.4,200.0,83.51599999999999,7,0,0,0.0
2002-07-06,21.4,23.1,20.3,85.3,61.0,15.5,1.4,4.2,360.0,84.57900000000001,7,0,0,0.0
2002-07-07,23.2,27.7,18.3,67.5,45.0,0.5,3.1,7.4,230.0,72.584,7,0,0,0.0
2002-07-08,19.9,21.7,19.0,82.8,69.0,1.5,1.1,2.5,20.0,80.095,7,0,0,0.0
2002-07-09,19.4,22.2,18.3,87.0,74.0,2.5,1.4,3.0,340.0,84.74399999999999,7,0,0,0.0
2002-07-10,19.4,22.0,17.9,83.4,72.0,0.5,1.8,4.1,360.0,83.60100000000001,7,0,0,0.0
2002-07-11,21.4,24.2,17.4,73.5,58.0,0.0,1.4,3.6,70.0,76.704,7,0,0,0.0
2002-07-12,30.0,34.2,22.3,46.0,35.0,0.0,4.1,7.3,230.0,55.348,7,0,0,0.0
