일시,평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),최저습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),실효습도(%),월,산불발생여부,산불발생건수,피해면적(ha)
2000-01-01,4.2,5.3,2.1,90.9,78.0,2.3,1.4,3.3,250.0,46.837,1,0,0,0.0
2000-01-02,6.6,11.6,3.8,62.0,34.0,0.3,3.4,10.5,200.0,46.837,1,0,0,0.0
2000-01-03,2.9,9.2,0.1,36.8,19.0,0.0,4.4,10.6,230.0,46.837,1,0,0,0.0
2000-01-04,2.3,7.2,-0.2,46.3,25.0,0.0,3.0,6.1,230.0,46.837,1,0,0,0.0
2000-01-05,1.7,2.4,0.7,89.3,63.0,8.7,1.6,4.3,230.0,76.20599999999999,1,0,0,0.0
2000-01-06,4.3,9.4,-1.1,71.1,27.0,3.3,3.7,11.5,230.0,71.975,1,0,0,0.0
2000-01-07,-4.0,-1.1,-6.7,34.9,25.0,0.0,6.5,14.8,200.0,46.28999999999999,1,0,0,0.0
2000-01-08,-0.6,3.7,-4.8,44.3,33.0,0.0,4.9,12.2,230.0,45.646,1,0,0,0.0
2000-01-09,1.1,4.5,-1.8,34.5,22.0,0.0,2.2,6.6,200.0,37.586,1,0,0,0.0
2000-01-10,3.2,9.1,-0.1,40.3,20.0,0.0,2.3,6.3,230.0,39.258,1,0,0,0.0
2000-01-11,2.0,4.5,-1.5,56.9,38.0,0.0,2.8,6.4,230.0,51.634,1,0,0,0.0
2000-01-12,3.1,4.1,2.5,90.6,67.0,5.1,1.2,3.3,270.0,78.65599999999999,1,0,0,0.0
2000-01-13,3.8,9.8,1.0,75.6,48.0,2.9,2.3,8.1,230.0,76.232,1,0,0,0.0
2000-01-14,2.7,7.2,0.3,60.8,49.0,0.0,2.7,6.7,230.0,65.72899999999998,1,0,0,0.0
2000-01-15,1.5,7.0,-2.4,63.4,40.0,0.0,2.9,6.8,230.0,64.55,1,0,0,0.0
2000-01-16,2.5,5.8,-0.2,72.9,63.0,0.0,2.4,4.9,320.0,70.23400000000001,1,0,0,0.0
2000-01-17,1.6,3.0,0.5,96.1,89.0,9.4,1.4,3.7,320.0,88.112,1,0,0,0.0
2000-01-18,2.6,7.3,0.0,59.5,21.0,0.0,2.8,8.2,230.0,67.875,1,0,0,0.0
2000-01-19,-1.7,2.4,-5.6,45.9,34.0,0.0,4.1,10.4,230.0,52.94399999999999,1,0,0,0.0
2000-01-20,-5.8,-1.6,-8.1,34.9,22.0,0.0,5.4,10.2,230.0,40.658,1,0,0,0.0
2000-01-21,-4.1,1.6,-8.9,37.6,18.0,0.0,3.2,7.4,230.0,38.298,1,0,0,0.0
2000-01-22,2.1,7.7,-3.8,37.8,10.0,0.0,3.3,7.1,250.0,37.8,1,0,0,0.0
2000-01-23,3.6,8.1,0.6,78.8,56.0,0.3,1.4,5.2,230.0,66.399,1,0,0,0.0
2000-01-24,2.4,6.2,-0.2,64.3,26.0,3.3,3.7,10.3,230.0,64.544,1,0,0,0.0
2000-01-25,-3.2,-0.2,-6.9,78.5,39.0,18.2,2.6,5.5,290.0,74.46000000000001,1,0,0,0.0
2000-01-26,-5.2,-0.4,-9.4,58.8,31.0,3.0,3.4,7.4,230.0,63.725,1,0,0,0.0
2000-01-27,-3.7,0.8,-7.6,68.3,38.0,9.5,2.0,5.8,230.0,66.994,1,0,0,0.0
2000-01-28,1.4,7.7,-3.9,34.9,19.0,0.0,3.7,8.2,230.0,44.56099999999999,1,0,0,0.0
2000-01-29,2.6,6.8,-0.5,35.4,18.0,0.0,4.4,8.6,200.0,38.305,1,0,0,0.0
2000-01-30,-0.2,2.5,-5.0,44.3,30.0,0.0,5.1,11.8,230.0,42.582,1,0,0,0.0
2000-01-31,-5.0,-0.5,-7.8,47.0,36.0,0.0,4.1,6.8,200.0,45.285,1,0,0,0.0
2000-02-01,-2.0,4.6,-7.1,33.3,19.0,0.0,3.8,7.2,200.0,36.87299999999999,2,0,0,0.0
2000-02-02,0.0,5.2,-3.6,27.6,14.0,0.0,5.3,10.3,230.0,30.599,2,0,0,0.0
2000-02-03,0.8,5.5,-2.5,42.5,27.0,0.0,3.9,9.7,230.0,39.011,2,0,0,0.0
2000-02-04,0.6,6.9,-3.6,47.0,24.0,0.0,2.9,6.6,230.0,44.331,2,0,0,0.0
2000-02-05,3.8,9.3,-1.0,48.8,22.0,0.0,2.6,6.1,250.0,47.363,2,0,0,0.0
2000-02-06,3.7,7.1,1.5,56.4,32.0,0.0,2.4,8.7,230.0,53.80499999999999,2,0,0,0.0
2000-02-07,1.4,5.5,-1.0,51.4,34.0,0.0,3.9,9.3,230.0,52.08599999999999,2,0,0,0.0
2000-02-08,-4.8,-0.6,-6.6,40.5,30.0,0.0,5.1,9.3,230.0,44.042,2,0,0,0.0
2000-02-09,-1.6,4.3,-6.7,31.6,17.0,0.0,4.1,7.9,230.0,35.51,2,0,0,0.0
2000-02-10,1.9,8.4,-3.3,25.5,13.0,0.0,4.0,7.6,200.0,28.547,2,0,0,0.0
2000-02-11,3.8,8.5,0.4,41.1,29.0,0.0,4.7,8.3,200.0,37.297,2,0,0,0.0
2000-02-12,5.1,10.0,2.2,37.4,26.0,0.0,5.2,9.3,230.0,37.133,2,0,0,0.0
2000-02-13,4.7,9.7,0.4,52.3,30.0,0.0,2.7,6.7,230.0,47.73199999999999,2,0,0,0.0
2000-02-14,3.4,8.3,-2.2,45.5,22.0,0.0,4.3,9.6,230.0,46.161,2,0,0,0.0
2000-02-15,-3.0,0.8,-5.7,29.3,17.0,0.0,5.4,10.7,230.0,34.393,2,0,0,0.0
2000-02-16,-2.7,2.5,-7.2,30.5,16.0,0.0,5.1,9.2,230.0,31.963999999999995,2,0,0,0.0
2000-02-17,-1.5,3.9,-6.1,26.3,14.0,0.0,5.2,9.0,230.0,27.926,2,0,0,0.0
2000-02-18,-0.6,4.5,-4.7,36.1,14.0,0.0,2.8,7.2,230.0,33.544,2,0,0,0.0
2000-02-19,3.1,8.7,-2.8,32.9,12.0,0.0,1.8,4.0,230.0,33.006,2,0,0,0.0
2000-02-20,1.8,5.8,-1.6,62.9,44.0,0.0,2.4,6.0,340.0,53.926,2,0,0,0.0
2000-02-21,1.4,6.5,-3.2,27.8,12.0,0.0,3.6,6.5,270.0,35.425999999999995,2,0,0,0.0
2000-02-22,1.3,5.5,-3.7,32.9,18.0,0.0,3.0,6.5,230.0,33.98,2,0,0,0.0
2000-02-23,3.7,8.8,1.3,33.0,26.0,0.0,4.3,9.0,230.0,33.513,2,0,0,0.0
2000-02-24,-1.3,3.4,-4.1,32.8,19.0,0.0,3.0,6.7,340.0,32.697,2,0,0,0.0
2000-02-25,-0.4,4.8,-5.1,37.6,18.0,0.0,2.7,6.4,200.0,36.17700000000001,2,0,0,0.0
2000-02-26,2.2,6.7,-1.3,39.8,24.0,0.0,3.6,8.3,230.0,38.666,2,0,0,0.0
2000-02-27,2.6,7.8,-2.3,46.6,19.0,3.0,3.4,9.0,270.0,44.196,2,0,0,0.0
2000-02-28,-1.8,1.6,-5.4,56.4,34.0,0.3,3.3,7.3,340.0,52.714,2,0,0,0.0
2000-02-29,1.1,7.1,-5.7,32.6,16.0,0.0,3.2,6.5,230.0,38.556,2,0,0,0.0
2000-03-01,6.3,13.8,0.4,35.1,21.0,0.0,4.1,7.5,230.0,36.436,3,0,0,0.0
2000-03-02,10.8,17.2,5.9,35.3,23.0,0.0,3.4,7.6,230.0,35.704,3,0,0,0.0
2000-03-03,13.2,20.3,8.3,20.1,10.0,0.0,2.9,6.2,230.0,24.565,3,0,0,0.0
2000-03-04,12.2,18.0,6.2,31.5,16.0,0.0,2.4,5.8,250.0,29.594,3,0,0,0.0
2000-03-05,6.0,12.3,1.9,53.3,28.0,0.0,2.1,4.8,230.0,46.076,3,0,0,0.0
2000-03-06,6.9,14.0,1.7,27.8,13.0,0.0,5.4,13.9,230.0,32.928000000000004,3,0,0,0.0
2000-03-07,1.6,7.4,-2.5,19.1,9.0,0.0,5.0,10.6,230.0,23.606,3,0,0,0.0
2000-03-08,0.6,6.4,-3.8,27.4,15.0,0.0,5.1,10.6,250.0,26.545,3,0,0,0.0
2000-03-09,3.2,8.8,-2.4,20.8,12.0,0.0,4.5,9.4,230.0,22.211,3,0,0,0.0
2000-03-10,6.7,12.6,-0.4,24.6,13.0,0.0,4.4,9.0,200.0,23.871,3,0,0,0.0
2000-03-11,8.5,12.4,6.5,39.6,25.0,0.0,4.0,7.5,230.0,34.918000000000006,3,0,0,0.0
2000-03-12,7.9,14.3,1.0,42.5,18.0,0.0,3.4,8.6,230.0,40.016,3,0,0,0.0
2000-03-13,6.9,11.2,2.4,38.0,16.0,0.0,2.8,6.6,200.0,38.60999999999999,3,0,0,0.0
2000-03-14,5.7,10.5,0.5,49.9,15.0,0.0,3.1,7.0,230.0,46.693000000000005,3,0,0,0.0
2000-03-15,9.0,14.7,-0.6,38.0,13.0,0.0,2.0,4.6,90.0,40.51499999999999,3,0,0,0.0
2000-03-16,4.9,9.6,3.1,87.4,35.0,5.8,2.4,7.9,340.0,73.413,3,0,0,0.0
2000-03-17,9.0,15.2,-0.3,47.4,22.0,0.0,2.5,7.2,230.0,54.81699999999999,3,0,0,0.0
2000-03-18,13.7,17.7,9.2,28.4,16.0,0.0,5.4,11.9,230.0,36.618,3,0,0,0.0
2000-03-19,6.9,12.5,3.5,74.6,27.0,7.4,3.9,13.1,200.0,63.83999999999999,3,0,0,0.0
2000-03-20,6.8,12.2,1.9,66.0,34.0,0.0,3.0,6.6,70.0,64.53,3,0,0,0.0
2000-03-21,8.6,13.9,3.8,45.6,19.0,0.0,3.0,8.1,230.0,51.194,3,0,0,0.0
2000-03-22,7.3,10.4,3.8,60.5,49.0,0.0,2.7,7.7,110.0,58.328,3,0,0,0.0
2000-03-23,10.6,15.7,5.8,40.6,20.0,0.0,4.9,10.1,200.0,45.69199999999999,3,0,0,0.0
2000-03-24,7.1,11.5,3.7,23.8,12.0,0.0,5.2,12.0,230.0,30.383,3,0,0,0.0
2000-03-25,7.2,13.2,1.8,27.6,14.0,0.0,5.2,11.9,250.0,28.737000000000005,3,0,0,0.0
2000-03-26,6.1,11.0,1.8,42.0,17.0,0.0,3.1,7.3,290.0,37.804,3,0,0,0.0
2000-03-27,15.5,22.9,2.7,28.1,11.0,0.0,3.2,9.4,200.0,30.716,3,0,0,0.0
2000-03-28,9.6,16.1,6.5,74.1,30.0,2.1,2.5,6.9,200.0,61.258,3,0,0,0.0
2000-03-29,8.4,11.5,6.1,67.0,44.0,0.6,3.1,7.2,230.0,64.947,3,0,0,0.0
2000-03-30,12.6,18.5,6.4,29.6,18.0,0.0,4.3,8.7,250.0,40.14999999999999,3,0,0,0.0
2000-03-31,12.1,20.5,5.8,30.4,14.0,0.0,4.5,9.1,230.0,34.113,3,0,0,0.0
2000-04-01,12.9,20.1,4.3,16.9,10.0,0.0,3.7,7.1,230.0,21.992,4,0,0,0.0
2000-04-02,8.9,13.5,3.9,61.6,16.0,0.0,2.0,4.7,340.0,49.516,4,0,0,0.0
2000-04-03,8.2,15.0,2.9,77.1,52.0,0.0,1.8,4.3,360.0,68.385,4,0,0,0.0
2000-04-04,14.3,22.2,4.3,52.4,26.0,0.0,2.2,6.1,160.0,56.919,4,0,0,0.0
2000-04-05,11.4,16.6,4.1,43.3,24.0,0.0,3.6,10.8,230.0,48.03499999999999,4,0,0,0.0
2000-04-06,10.9,15.7,3.4,30.4,15.0,0.0,3.0,7.7,90.0,35.921,4,0,0,0.0
2000-04-07,12.0,17.2,8.5,16.6,10.0,0.0,8.1,17.8,230.0,22.303,4,0,0,0.0
2000-04-08,9.3,14.4,4.6,36.8,13.0,0.0,3.3,7.3,230.0,32.507,4,0,0,0.0
2000-04-09,13.9,22.0,3.5,35.0,9.0,0.0,2.0,8.5,230.0,33.934,4,0,0,0.0
2000-04-10,10.0,15.2,3.8,39.1,15.0,0.3,6.1,13.4,230.0,37.444,4,0,0,0.0
2000-04-11,12.2,21.0,3.0,24.1,12.0,0.0,6.3,13.8,230.0,28.244,4,0,0,0.0
2000-04-12,16.5,23.4,10.7,28.6,17.0,0.0,6.6,11.9,230.0,28.627,4,0,0,0.0
2000-04-13,19.0,26.2,13.5,31.8,14.0,0.0,4.6,7.2,250.0,30.84,4,0,0,0.0
2000-04-14,12.6,16.7,8.6,48.4,26.0,0.0,2.7,5.9,90.0,42.965,4,0,0,0.0
2000-04-15,8.2,10.4,6.3,85.9,68.0,14.6,2.3,4.9,160.0,72.894,4,0,0,0.0
2000-04-16,10.4,16.4,4.0,63.1,28.0,0.0,2.5,4.7,90.0,65.69200000000001,4,0,0,0.0
2000-04-17,10.1,14.5,4.6,77.3,30.0,0.0,1.8,4.0,320.0,74.195,4,0,0,0.0
2000-04-18,17.1,19.9,8.3,35.9,25.0,0.0,4.7,8.1,200.0,47.584,4,0,0,0.0
2000-04-19,10.5,17.9,8.2,79.8,29.0,15.9,3.5,9.1,200.0,70.344,4,0,0,0.0
2000-04-20,9.9,12.2,8.0,83.9,74.0,0.0,2.0,3.7,290.0,79.522,4,0,0,0.0
2000-04-21,12.1,18.0,9.4,83.1,53.0,0.2,1.8,6.0,230.0,81.61299999999999,4,0,0,0.0
2000-04-22,13.2,20.1,9.6,51.1,24.0,0.5,5.4,10.3,270.0,60.657,4,0,0,0.0
2000-04-23,12.6,16.7,8.4,35.0,25.0,0.0,5.7,9.7,270.0,43.054,4,0,0,0.0
2000-04-24,16.1,22.6,9.5,25.9,12.0,0.0,5.2,10.5,230.0,31.2,4,0,0,0.0
2000-04-25,18.1,22.9,13.8,27.1,14.0,0.0,3.6,7.9,250.0,28.133,4,0,0,0.0
2000-04-26,10.6,15.7,8.4,83.0,48.0,3.8,2.7,5.5,320.0,66.383,4,0,0,0.0
2000-04-27,7.0,8.4,4.8,86.4,79.0,1.8,2.8,4.9,320.0,79.754,4,0,0,0.0
2000-04-28,11.7,18.5,3.5,64.5,35.0,0.0,1.7,4.1,360.0,69.053,4,0,0,0.0
2000-04-29,20.0,25.8,13.8,31.3,21.0,0.0,3.2,5.3,70.0,43.348000000000006,4,0,0,0.0
2000-04-30,18.4,23.2,15.2,37.3,24.0,0.0,3.6,7.3,200.0,39.477,4,0,0,0.0
2000-05-01,13.3,19.3,9.1,68.6,33.0,2.9,3.4,6.3,230.0,59.606,5,0,0,0.0
2000-05-02,11.6,16.4,8.9,69.4,47.0,0.2,3.1,5.8,230.0,65.85,5,0,0,0.0
2000-05-03,18.5,24.3,10.4,45.3,28.0,0.0,2.6,4.7,230.0,51.511,5,0,0,0.0
2000-05-04,16.2,19.6,12.5,63.9,40.0,0.0,2.4,5.2,230.0,60.706,5,0,0,0.0
2000-05-05,12.2,17.4,9.6,87.0,64.0,3.1,1.6,3.4,340.0,78.933,5,0,0,0.0
2000-05-06,10.3,13.4,6.9,88.5,75.0,1.3,1.8,5.8,320.0,85.18199999999999,5,0,0,0.0
2000-05-07,16.6,24.6,6.6,55.9,20.0,0.0,2.7,6.4,230.0,64.837,5,0,0,0.0
2000-05-08,18.4,32.7,10.1,60.5,9.0,0.0,2.2,5.7,230.0,62.335,5,0,0,0.0
2000-05-09,11.2,12.6,10.3,86.3,79.0,0.0,2.3,4.6,340.0,79.07799999999999,5,0,0,0.0
2000-05-10,11.6,13.4,10.0,89.1,78.0,1.2,1.3,2.7,270.0,85.542,5,0,0,0.0
2000-05-11,14.8,21.3,10.5,65.5,40.0,0.0,2.8,7.0,250.0,71.526,5,0,0,0.0
2000-05-12,15.4,20.0,11.9,68.8,41.0,0.0,2.2,4.1,360.0,70.086,5,0,0,0.0
2000-05-13,14.5,18.5,10.7,80.0,63.0,0.0,1.8,3.5,290.0,77.018,5,0,0,0.0
2000-05-14,15.5,19.8,12.7,79.0,60.0,0.0,1.6,3.9,20.0,78.081,5,0,0,0.0
2000-05-15,14.2,16.8,13.2,88.9,79.0,0.9,1.1,3.1,360.0,85.69399999999999,5,0,0,0.0
2000-05-16,13.7,16.0,12.4,90.6,78.0,6.1,1.6,4.1,340.0,89.13,5,0,0,0.0
2000-05-17,15.5,20.7,12.3,84.1,62.0,0.4,1.5,3.6,20.0,85.583,5,0,0,0.0
2000-05-18,17.4,25.8,10.0,70.6,36.0,0.0,1.8,5.6,90.0,75.249,5,0,0,0.0
2000-05-19,14.7,19.6,13.2,90.3,69.0,4.3,1.6,4.5,200.0,85.935,5,0,0,0.0
2000-05-20,13.5,15.0,12.4,90.1,81.0,6.8,1.9,4.0,270.0,88.595,5,0,0,0.0
2000-05-21,18.6,25.0,12.1,70.8,42.0,0.0,1.6,4.7,70.0,76.01899999999999,5,0,0,0.0
2000-05-22,20.5,24.5,15.9,55.8,37.0,0.0,1.8,5.4,250.0,62.236,5,0,0,0.0
2000-05-23,24.0,29.3,16.4,50.5,33.0,1.0,3.4,8.4,200.0,54.169,5,0,0,0.0
2000-05-24,22.5,26.5,18.4,61.5,44.0,0.0,2.5,7.2,230.0,59.18,5,0,0,0.0
2000-05-25,23.4,31.4,15.2,59.5,34.0,0.0,1.5,5.3,230.0,59.159,5,0,0,0.0
2000-05-26,23.0,33.1,15.8,54.3,23.0,0.4,2.7,6.2,340.0,55.73,5,0,0,0.0
2000-05-27,15.3,17.0,14.3,92.5,85.0,19.0,1.6,4.7,320.0,81.62,5,0,0,0.0
2000-05-28,20.1,26.7,14.1,63.9,37.0,0.0,3.0,7.7,230.0,68.81599999999999,5,0,0,0.0
2000-05-29,25.5,32.5,18.1,31.9,16.0,0.0,4.5,7.3,230.0,43.214,5,0,0,0.0
2000-05-30,24.3,30.5,21.0,35.3,17.0,0.0,3.4,6.4,200.0,38.338,5,0,0,0.0
2000-05-31,20.6,25.3,16.3,58.0,44.0,0.0,2.2,4.5,230.0,51.81,5,0,0,0.0
2000-06-01,15.8,20.3,12.7,82.0,61.0,0.0,1.8,4.5,340.0,72.428,6,0,0,0.0
2000-06-02,18.1,24.2,11.9,79.8,61.0,0.0,1.5,3.5,360.0,77.37899999999999,6,0,0,0.0
2000-06-03,17.8,20.9,15.6,86.0,72.0,0.1,1.4,3.0,20.0,83.63999999999999,6,0,0,0.0
2000-06-04,22.3,32.6,13.8,47.1,14.0,0.0,2.0,5.4,230.0,58.216,6,0,0,0.0
2000-06-05,26.0,33.6,17.5,39.8,19.0,0.0,2.6,5.3,230.0,45.694,6,0,0,0.0
2000-06-06,28.7,34.8,22.8,28.1,16.0,0.0,4.7,8.7,230.0,33.507,6,0,0,0.0
2000-06-07,27.7,34.8,24.5,35.8,24.0,0.0,4.3,8.2,250.0,34.87899999999999,6,0,0,0.0
2000-06-08,20.6,24.6,15.1,55.3,28.0,1.6,2.2,4.9,320.0,49.03099999999999,6,0,0,0.0
2000-06-09,14.5,15.9,13.2,84.8,74.0,1.6,2.2,4.3,320.0,73.76899999999999,6,0,0,0.0
2000-06-10,16.9,22.8,11.2,78.6,56.0,0.3,2.0,5.1,70.0,76.92499999999998,6,0,0,0.0
2000-06-11,17.8,22.5,14.5,74.3,57.0,0.0,2.2,3.8,50.0,75.325,6,0,0,0.0
2000-06-12,19.1,25.6,12.3,53.3,21.0,0.0,2.4,5.0,230.0,60.216,6,0,0,0.0
2000-06-13,24.5,31.7,15.0,40.4,22.0,0.0,2.9,6.2,230.0,46.499,6,0,0,0.0
2000-06-14,24.0,29.6,18.0,53.5,27.0,6.9,2.6,6.6,90.0,51.49,6,0,0,0.0
2000-06-15,25.6,33.2,17.5,55.3,34.0,0.0,2.0,5.8,320.0,53.837,6,0,0,0.0
2000-06-16,20.1,24.1,17.7,79.4,63.0,0.0,1.6,5.0,320.0,71.59700000000001,6,0,0,0.0
2000-06-17,19.4,23.5,16.9,79.9,59.0,0.2,1.9,4.2,340.0,77.286,6,0,0,0.0
2000-06-18,22.6,29.1,16.2,64.3,35.0,0.0,1.4,3.8,200.0,68.20700000000001,6,0,0,0.0
2000-06-19,27.4,35.0,18.7,50.8,25.0,0.0,1.8,4.2,230.0,56.395,6,0,0,0.0
2000-06-20,29.0,35.8,23.4,46.1,25.0,0.0,2.4,4.9,230.0,49.32799999999999,6,0,0,0.0
2000-06-21,22.4,28.6,19.8,77.0,49.0,0.0,1.7,5.2,360.0,68.605,6,0,0,0.0
2000-06-22,21.0,25.5,19.4,88.1,67.0,15.2,1.1,3.5,20.0,81.821,6,0,0,0.0
2000-06-23,19.1,19.6,18.3,94.9,94.0,23.6,1.8,3.8,340.0,90.823,6,0,0,0.0
2000-06-24,19.6,21.9,18.0,91.1,82.0,1.6,1.1,3.0,50.0,91.227,6,0,0,0.0
2000-06-25,21.0,24.5,18.6,83.5,68.0,0.0,1.1,2.8,70.0,85.95599999999999,6,0,0,0.0
2000-06-26,20.7,24.9,19.1,89.8,74.0,4.3,1.2,3.6,320.0,88.78399999999998,6,0,0,0.0
2000-06-27,20.3,20.8,19.8,92.4,88.0,36.2,2.0,4.1,320.0,91.21800000000002,6,0,0,0.0
2000-06-28,23.2,29.3,18.1,73.8,48.0,0.0,1.6,3.5,230.0,78.931,6,0,0,0.0
2000-06-29,22.8,31.2,17.8,75.6,46.0,9.2,1.3,4.4,320.0,76.842,6,0,0,0.0
2000-06-30,22.1,29.2,18.5,83.6,60.0,13.5,1.4,3.6,340.0,81.57799999999999,6,0,0,0.0
2000-07-01,28.1,32.4,21.3,58.4,40.0,0.0,2.0,6.6,200.0,65.106,7,0,0,0.0
2000-07-02,30.8,35.7,26.3,50.3,32.0,0.0,3.2,6.9,230.0,55.00999999999999,7,0,0,0.0
2000-07-03,28.8,32.7,24.7,59.4,40.0,0.0,2.3,4.6,230.0,58.236,7,0,0,0.0
2000-07-04,24.1,27.5,21.8,82.6,67.0,0.3,1.8,3.8,340.0,74.97299999999998,7,0,0,0.0
2000-07-05,23.3,27.4,21.3,84.8,68.0,0.7,1.3,3.2,50.0,81.547,7,0,0,0.0
2000-07-06,25.6,33.1,20.5,76.9,51.0,0.0,1.4,3.5,20.0,78.35399999999998,7,0,0,0.0
2000-07-07,22.5,25.1,21.2,86.0,72.0,11.5,1.7,3.7,340.0,83.99399999999999,7,0,0,0.0
2000-07-08,22.1,26.7,19.4,80.0,62.0,0.5,1.9,4.2,340.0,81.127,7,0,0,0.0
2000-07-09,24.7,31.2,17.9,68.8,37.0,0.0,1.5,3.1,200.0,72.487,7,0,0,0.0
2000-07-10,27.6,32.8,20.9,65.9,47.0,0.0,1.7,4.5,200.0,68.07,7,0,0,0.0
2000-07-11,28.0,34.7,23.8,66.9,36.0,5.9,2.3,8.7,230.0,67.226,7,0,0,0.0
2000-07-12,29.6,35.2,25.7,50.3,33.0,0.0,5.0,11.3,230.0,55.267,7,0,0,0.0
2000-07-13,30.5,35.4,26.9,50.8,32.0,0.0,3.7,6.7,230.0,52.28,7,0,0,0.0
2000-07-14,29.0,32.4,26.4,53.8,46.0,0.0,4.3,7.3,200.0,53.34799999999999,7,0,0,0.0
2000-07-15,30.5,36.0,26.0,54.1,38.0,0.0,2.7,5.4,200.0,53.69499999999999,7,0,0,0.0
2000-07-16,30.5,35.3,26.9,53.6,38.0,0.0,3.3,5.9,200.0,53.63,7,0,0,0.0
2000-07-17,30.6,35.9,28.4,52.3,38.0,0.0,3.4,6.0,200.0,52.73099999999999,7,0,0,0.0
2000-07-18,31.4,36.6,27.2,53.1,39.0,0.0,2.6,5.3,230.0,53.005,7,0,0,0.0
2000-07-19,29.9,35.4,25.9,64.9,46.0,1.7,2.4,5.1,200.0,61.319,7,0,0,0.0
2000-07-20,31.2,34.6,26.6,55.9,45.0,0.0,2.8,5.3,230.0,57.396,7,0,0,0.0
2000-07-21,31.8,35.1,29.1,53.3,44.0,0.0,5.4,9.5,230.0,54.62599999999999,7,0,0,0.0
2000-07-22,25.2,31.7,20.5,78.0,52.0,12.3,3.2,9.1,200.0,71.11999999999999,7,0,0,0.0
2000-07-23,28.2,34.6,24.4,56.1,32.0,0.2,3.2,6.3,230.0,60.278,7,0,0,0.0
2000-07-24,28.4,32.6,24.1,53.9,37.0,0.0,2.9,5.0,200.0,56.00899999999999,7,0,0,0.0
2000-07-25,25.2,28.7,22.1,71.6,56.0,0.0,2.5,4.8,340.0,67.167,7,0,0,0.0
2000-07-26,24.4,29.3,20.4,74.8,56.0,0.0,2.3,4.4,230.0,72.136,7,0,0,0.0
2000-07-27,25.2,30.3,22.0,77.3,58.0,0.0,1.3,3.2,50.0,75.699,7,0,0,0.0
2000-07-28,25.3,28.5,22.8,79.5,69.0,0.0,1.1,2.9,340.0,78.494,7,0,0,0.0
2000-07-29,27.3,33.6,24.2,76.5,55.0,0.9,1.2,3.3,20.0,77.105,7,0,0,0.0
2000-07-30,22.7,25.8,19.7,82.9,59.0,10.5,2.0,5.6,340.0,81.214,7,0,0,0.0
2000-07-31,20.1,23.8,18.4,91.8,77.0,41.9,1.8,4.8,320.0,88.58,7,0,0,0.0
2000-08-01,25.3,32.3,17.4,69.0,39.0,0.0,1.8,4.0,90.0,74.758,8,0,0,0.0
2000-08-02,24.5,29.1,20.2,79.1,58.0,0.0,1.8,3.6,20.0,78.08299999999998,8,0,0,0.0
2000-08-03,24.3,27.0,22.6,78.5,65.0,0.0,1.5,2.8,340.0,78.354,8,0,0,0.0
2000-08-04,22.3,24.2,20.8,89.0,81.0,9.1,1.0,2.7,200.0,85.607,8,0,0,0.0
2000-08-05,24.3,27.2,21.6,87.3,75.0,3.5,0.9,2.9,360.0,86.778,8,0,0,0.0
2000-08-06,23.9,26.7,22.8,88.6,71.0,3.1,0.6,2.3,320.0,88.065,8,0,0,0.0
2000-08-07,25.2,30.4,22.4,86.4,67.0,19.7,0.8,3.5,320.0,86.981,8,0,0,0.0
2000-08-08,24.8,29.5,22.5,85.3,66.0,0.0,1.3,3.6,360.0,85.81099999999999,8,0,0,0.0
2000-08-09,25.6,30.9,22.5,81.0,63.0,0.0,1.6,4.1,50.0,82.466,8,0,0,0.0
2000-08-10,27.2,34.0,22.2,74.9,52.0,0.0,1.6,4.6,230.0,77.193,8,0,0,0.0
2000-08-11,29.9,35.3,25.6,59.8,42.0,0.0,2.6,4.7,230.0,65.069,8,0,0,0.0
2000-08-12,27.6,31.6,23.7,71.8,54.0,0.0,2.6,5.1,340.0,69.893,8,0,0,0.0
2000-08-13,25.9,30.5,22.1,71.8,54.0,0.0,1.9,3.7,70.0,71.05300000000001,8,0,0,0.0
2000-08-14,28.8,34.8,21.4,62.0,46.0,0.0,1.9,4.3,230.0,64.58,8,0,0,0.0
2000-08-15,29.4,33.7,25.6,57.0,38.0,0.0,2.7,4.9,230.0,59.48,8,0,0,0.0
2000-08-16,27.4,32.2,24.3,74.1,55.0,0.0,1.9,4.2,230.0,69.76399999999998,8,0,0,0.0
2000-08-17,25.4,26.5,24.0,89.6,83.0,19.2,1.5,3.4,70.0,83.38999999999999,8,0,0,0.0
2000-08-18,26.3,29.2,24.0,83.9,67.0,0.5,1.8,4.2,50.0,83.54699999999998,8,0,0,0.0
2000-08-19,23.3,27.1,21.3,88.0,71.0,5.1,1.6,4.2,230.0,86.875,8,0,0,0.0
2000-08-20,22.3,24.3,21.5,90.5,82.0,48.6,1.5,3.8,230.0,89.511,8,0,0,0.0
2000-08-21,26.1,30.2,21.5,59.9,45.0,0.0,2.5,7.1,230.0,68.707,8,0,0,0.0
2000-08-22,28.0,31.8,24.7,51.1,39.0,0.0,4.0,7.4,250.0,56.725,8,0,0,0.0
2000-08-23,26.7,32.4,22.5,55.0,33.0,0.0,2.7,5.0,230.0,55.628,8,0,0,0.0
2000-08-24,25.4,28.1,23.3,69.5,50.0,1.3,2.3,5.9,230.0,65.024,8,0,0,0.0
